"catagory","title","participated"
"기타","토렌트 사이트 티카페(tcafe) 폐쇄 청원","1"
"일자리","민노총","4"
"육아/교육","학교폭력으로 생기부 등제시 대학수시에 지원을 못하나요..","2"
"정치개혁","문재인 탄핵","14"
"교통/건축/국토","겨울철 빙판길 에방 및 빙판 교통사고를 획기적으로 줄여보자구요^^","0"
"경제민주화","공매도는 500만 개미들을 죽음으로 몰아가고 있습니다.","19"
"교통/건축/국토","장기계속공사, 일을 한 만큼 공사비를 주세요","34,873"
"정치개혁","의사 허위진료, 대리수술 등 전면조사로 의료개혁 !!","9"
"안전/환경","불타는 승용차에서 운전자 구한 택배기사의 전사회적 관심이 더 필요합니다","19"
"반려동물","동네 주인있는 목줄 안하는 큰 강아지 법 강화좀부탁드립니다 민원넣어도 소용없어요...","18"
"농산어촌","울진군 후포리 노점상을 꼭 철거  해야만 하나요?","11"
"정치개혁","악의 세력에 침략당한 친문세력","2"
"일자리","요양보호사들이 파출부 인가요?? 이 점 쫌  해명해 주십시요","15"
"기타","폭력, 살인에 관한 처벌법강화를 국회에서 다루게 입법제안해주세요.","3"
"경제민주화","공매도 폐지해주세요","13"
"성장동력","신규간호사 10만명 양성, 의사도 신규로 10만명 양성해야","5"
"교통/건축/국토","문정권은 폭등시킨  서울집값 되돌려놔야 산다","15"
"일자리","영양사vs영양교사, 상담사vs상담교사, 간호사vs간호교사","4"
"미래","脣亡齒寒 도 모르는 문재인대통령 그리고 친문들","2"
"정치개혁","문재인 대통령님 정경두 국방부장관님 필수적으로 군복무 12개월로 단축해야합니다","1"
"성장동력","약대입학정원 일본 13,000명 VS 한국 1,600명","2"
"기타","택배파업전 접수된건 배송되게 해주세요","1"
"문화/예술/체육/언론","MLB 불법촬영으로 인해 피해입은 팬덤들한테 공식사과요구신청합니다","1"
"경제민주화","공매도 폐지가 경제를 살릴수 있습니다.","20"
"육아/교육","가정양육수당 금액 인상","7"
"외교/통일/국방","왜?","0"
"정치개혁","경제가 좋아질라면 문재인 퇴진시켜야한다.","18"
"미래","국민부담 없는 국가의 혜택은 없습니다.","5"
"문화/예술/체육/언론","인터넷 관리 안하냐","0"
"보건복지","이달부터 지역가입자 건강보험료 평균 9.4% 인상한다.","12"
"기타","최저임금과 일자리 안정 및 일자리 실종악순환 고리 끊기를위한 제안","0"
"경제민주화","문대통령님~!!최종구 OUT!!!공매도 폐지해주세요!!","23"
"교통/건축/국토","임대사업자등록제도 의무제로 바꿔주세요","14"
"보건복지","비소검출 BCG 접종에 대한 후속 조치","1"
"경제민주화","한국 주식시장 이대로 두실건가요? 공매도 놀이터인가요?","22"
"기타","국민청원에 보증금을 걸었으면 합니다.","7"
"안전/환경","중국 알루미늄공장,막아주세요","216,615"
"경제민주화","공매도를 대통령과 정부는 폐지하라","16"
"보건복지","외제차 몰고다니는 공기업 직원들","12"
"기타","국민연금 조기수령","8"
"보건복지","국민연금 40년 채울 수 있도록 추납 만 18세 부터","1"
"교통/건축/국토","부산시 횡단보도부 볼라드 설치된 볼라드에 의해 통행시 불편함","2"
"외교/통일/국방","전상수당이 애들 과자값입니까?","2"
"보건복지","문재인 대통령의 대선공약,  국민연금 소득대체율 50%","4"
"경제민주화","문재인 대통령님 삼성바이오로직스상장폐지로 한국에서 회계분식을 근절하고야 말겠다는 확고한 결의와 실천의지를 보여 주세요.","16"
"기타","세월호 의인을 지킵시다","11"
"육아/교육","문재인 대통령 ""수능, 가장 공정하단 여론 압도적""","16"
"문화/예술/체육/언론","티비조선 사주 딸 막말에 대한 종편 보도 태도.이것이 바로 지금 대한민국 언론의 카르텔이다.","102"
"기타","이재명 형 강제 입원.혜경궁 김씨 관련 사건은 경찰 독자 수사권 부여 시기상조 당의성 증명하는 사건^^*","6"
"정치개혁","내년이면 문재인 정부 3년차 입니다.","4"
"경제민주화","문재인 대통령님 삼성바이오로직스를 반드시 상장폐지 시켜야 할 이유 입니다.","19"
"경제민주화","문재인대통령님 이게나라입니까?'무차입공매도' 차단 시스템 도입 앞당길 수 있었다…당국이 막았나, 대한민국 자본시장 적폐의 몸통이 만천하에 드러나는 순간입니다.","13"
"일자리","교사, 공무원, 공기업 임금을 OECD 평균 수준으로 내려 주세요.","15"
"경제민주화","문재인 대통령님 삼성바이오로직스의 회계조작과 언론의 나쁜 짓을 고발합니다.","19"
"문화/예술/체육/언론","조선일보를 폐간해주세요","112"
"경제민주화","문재인 대통령님 삼성을 위한 삼성위원회라는 불명예 딱지를 금융위원회 스스로 떼어내는 계기가 되길 바라며,""삼성, 낡은 방식 청산하고 사회적책임 다해야""","8"
"경제민주화","불법천지 금융시장  금융위원회 직무유기 !!!","11"
"경제민주화","문재인 대통령님 ""국민연금과 삼성바이오로직스는 무슨 관계가 있는 건가요?""","6"
"보건복지","무고죄","2"
"육아/교육","2019년 불수능 출제위원들에게 책임을 물어주세요.","27"
"정치개혁","법과 재판이 썩고 조폭화한 사회증상이 깊어만 간다. 노동자 농민 국민들이여.봉기하라","3"
"경제민주화","문재인 대통령님 국민연금공단 안효준,기금운용본부 박능후,국민연금공단 김성주,기획재정부차관20명의위원들을 삼성바이오로직스와의 연결고리와 손실에대한 책임을 반드시 엄중히 물어야할것입니다.","4"
"안전/환경","만 4년이 지났지만 모르쇠"" 규제개혁""  희망의 날은 언제쯤 올 것인가?","2"
"일자리","지방자치 경제발전 광고= 이 정부의 우습스러운 선전","1"
"교통/건축/국토","7조 태양광 추진 농어촌公 사장, 알고 보니 가족이 태양광 사업","16"
"인권/성평등","신림4동(신사동) 노인범죄 좀 해결해주세요","0"
"보건복지","청소년 흡연 규제를 강화합시다","11"
"기타","인터폴 총재도 한국 경찰 당선 중국 공산당 공안 경찰과 공조 안되는 것 상식^^*","0"
"저출산/고령화대책","다주택자에게 폭탄세금을..","11"
"기타","청원내용 삭제기능이라도 만들어 주세요~","1"
"기타","도와주세요","3"
"인권/성평등","문재인 대통령님 유은혜 교육부장관님 남녀문제 학교에서부터 해결해야합니다","5"
"인권/성평등","도와주세요.20대 대학생이 70대 할머니를 폭했습니다.","21"
"미래","복제인간에 대한 법률을 만들어주세요.","0"
"보건복지","4대보험","3"
"교통/건축/국토","3기 신도시 공급물량 예정대로 진행해주세요.","27"
"기타","이재명지사의 집에서 다음 아이디 마지막 사용","3"
"인권/성평등","조두순 재수사 재청원합니다!!","63"
"농산어촌","정부에서 농촌에 지원하는 보조사업 문제가 많네요","11"
"인권/성평등","조선일보 손녀의 갑질사건에 대해 강력한 진상규명과 갑질 청산을 해주세요","718"
"안전/환경","서민들이라고 약자라고 해도","4"
"보건복지","한전 동래지사 고발합니다 겨울철난방은가능하게해줘야하지않나요","3"
"교통/건축/국토","버스 증차가 필요합니다.","3"
"정치개혁","최저임금인상으로 성장은 멈춰버린 아이","2"
"안전/환경","강서구 pc방동생도  처벌을 원합니다","28"
"문화/예술/체육/언론","문화체육관광부 저작권특별감찰팀 폐쇄 촉구,지속적인 검열 중단 촉구.저작권법 폐지 촉구한다.","13"
"기타","전기요금에....tv수신료는...왠말인지...","22"
"육아/교육","국공립 어린이집을 폐쇄하겠다는 정부의 정책을 역행하는 지자체를 고발합니다.","5"
"기타","안경을 살때 소비자가 보호받을 수 있는 방안이 필요해보입니다.","5"
"일자리","비정규직 없는 나라 좀만들어주세요~!","6"
"기타","피해자 100명이상 사기를쳐서 몇억을 해먹어도 구속안되는 살기좋은 대한민국","60"
"보건복지","술 맥주 막걸리 양주 등 전면 폐지 관련 청원","1"
"일자리","불법피시방(바둑이,포커)단속 안하나요?","3"
"교통/건축/국토","재개발, 재건축 전문지식 없는 원주민 조합원을 지원해주세요","11"
"문화/예술/체육/언론","조선일보 손녀관련 언론사 보도는 진정 없는겁니까","360"
"성장동력","제발 대한민국 국민들을 위해 힘써주세요","7"
"보건복지","지방  중소도시의 아기에게도 치료권과 생명권을 주세요","68"
"육아/교육","너무나억울해 손못을긋는 죽음을선택한저는.학폭피해자두딸을둔엄마입니다","14"
"교통/건축/국토","부산 시내 버스 노선 이용객 탑승 시 음식물 사용 금지","1"
"기타","학생신분 휴대폰소액결제 막아주세요","4"
"보건복지","초기정신장애 관심가져주세요","1"
"기타","앞으로의미래인 저희가 왜이런걸 해야할까요","4"
"문화/예술/체육/언론","MNET 엠넷 MAMA 마마 CJ 맨날 옆나라가서하네 한국에서나 좀 하지.....","2"
"인권/성평등","위안부 피해자 할머니들을 위한 새로운 재단의 설립","5"
"일자리","중소기업 근로 규정을 규제 바랍니다","6"
"안전/환경","시민들이 이용하는 교통 안전및사고관련 메뉴얼을 공개했으면합니다","1"
"경제민주화","자영업자들에게 카드 결재대금을 평일 2일 동안 묶어두는 건 경제 적폐아닌가요","6"
"행정","양심적병역거부자는 표기를 해주길 바랍니다.","8"
"기타","문 대통령님께 고언을 드립니다.","9"
"기타","정부여당과 민주노총대치갈등 이제는 협치해야한다","0"
"문화/예술/체육/언론","■ 태권도 제도개선에 대한 청원서.","24"
"인권/성평등","데이트폭력 피해자 입니다! 데이트 폭력으로 희생되는 여성 피해자를 위해 관련법 제정과 피의자를 엄벌히 처벌해주세요!","18"
"인권/성평등","소년법 폐지!!!! 살인은 누가 저지르든 살인입니다","33"
"기타","청원글 작성 실명제 도입좀해주세요","1"
"육아/교육","각 학교에 전문 아동상담원 의무 배치만이 더 이상 억울한 죽음이 없게하는 가장 빠른 방법 입니다","36"
"보건복지","부정채용,  자격미달","6"
"안전/환경","길거리포교 제한하거나 사이비종교 특별법 만들어주세요","14"
"기타","12월 뉴질랜드 대통령 방문, 뉴질랜드 한인 카페 방문","0"
"교통/건축/국토","음주운전 포상금제도 부활을 신청합니다","13"
"정치개혁","법을 지키세요","4"
"기타","ㅡ카풀ㅡ회사이름 ㅡ***ㅡ드라이버 강제성추행범 처벌 요청드립니다.","10,657"
"미래","5년 내내 적폐청산 진행되야 합니다.","21"
"인권/성평등",".제발 스킨푸드 점주한테 보증금과 두달 이상 밀린 월급 정상적으로 돌려주시길 바랍니다.","8"
"외교/통일/국방","12월 10일 열리는 글로벌 컴팩트(유엔 난민협약)을 거부해 주십시오.","3,344"
"인권/성평등","외국인들 예멘인600명 모두 추방해 주세요.우리의 삶을 파괴합니다.","12"
"경제민주화","일자리,물가,공공요금인상 치킨값인상 경제 비상체제 만들어주세요!","6"
"정치개혁","가짜뉴스 제조공장 신의한수,강제규뉴스 유투브차단해주세요.","13"
"경제민주화","미친 자본주의 부동산공화국 끝장 내자~~~~^^^","5"
"농산어촌","새만금에 태양광 발전 유리온실로 채움시다.","2"
"보건복지","나도모르게. 심장내과 찍어네요 신경외과정** MRI정이사 판독지 조작","1"
"육아/교육","미국은 1년에 수능 7번 치는데 우리는 왜 2번도 못 치나요? (2)","2"
"기타","이지유입니다","3"
"기타","뉴질랜드 웰링턴 빅토리아 대학교 정보 경영학과 Programme Manager 로 근무하면서 교수, 학과장 사칭 한 박**씨 건","16"
"정치개혁","진짜노조 가짜노조 수사하여 엄벌에 처해주십시요!","9"
"외교/통일/국방","되찾아주세요","1"
"인권/성평등","기자들의 유죄추정을 처벌하는 법안을 만들어주세요","95"
"보건복지","간호사 응급 사직에 대해 청원 드립니다.","18"
"정치개혁","대통령임기5년제도폐지하고(개헌)5년연임제도추진해라","1"
"육아/교육","미국은 1년에 수능 7번 치는데 우리는 왜 2번도 못 치나요?","6"
"안전/환경","미세먼지","1"
"외교/통일/국방","일본의 비열하고 야비한 야욕은 독도말고 또있으니 바로 7광구 대륙붕 문제다","10"
"인권/성평등","스트리머 **에 대한 유죄추정을 법적으로 처벌해주십시오","48"
"기타","헌법 위의 개념으로 신반민족 특별법을 발위 바랍니다","1"
"인권/성평등","성폭행 피해자에게는 죽지 않으면 접근금지란 없는건가요","22,655"
"기타","피해자 위주로 형법, 형소법, 소년법의 전면 개정을 요청합니다.","6"
"기타","조선일보손녀 미성년자는 폭언과 막말도 용서가 되는건가요?","324"
"안전/환경","비자림로에 대한 답을 달라","18"
"경제민주화","알바 비정규직 해고","0"
"인권/성평등","조선일보 손녀(방정오 딸) 청원 850명 돌파","211"
"일자리","눈 가리고 아웅하는 식의 공공기관 채용 비리 조사를 당장 개선하시오!","2"
"교통/건축/국토","서민의 곡소리. 공무원의 부정부패","3"
"문화/예술/체육/언론","마루마루 폐쇄의 반대와 필요성 그리고 문제점의 해결방안에 대한 청원입니다.","37"
"인권/성평등","타투합법화합시다","3"
"경제민주화","삼바와 제일모직 누가 봐도 상식적으로 불법아닌가요","4"
"안전/환경","조선일보 갑질 손녀 사건에대해 강력히 규탄해주세요.","5,855"
"행정","경찰, 검찰의 관할권에 관한 청원","1"
"외교/통일/국방","화해치유재단에 대해서...","6"
"교통/건축/국토","개인택시들 카카오택시보단 티맵택시를 더많이 이용하길","7"
"행정","Pc방살인사건 동생 살인공모로 보입니다.","10"
"인권/성평등","일베 여자친구 불법 촬영 인증은 단지 이슈로 끝나지않고 처벌 받아야 된다고 생각합니다.","27"
"행정","조두순, 재심으로 무기징역을 원합니다.","92"
"교통/건축/국토","개인택시 파업집회 반대","6"
"행정","인천국제공항 야간(밤10)시이후에 입국심사대좀 들려주세요","3"
"정치개혁","법이 있는 것 같지 않습니다. 제발 처벌강화해주세요.","7"
"정치개혁","이완용 후손 찾앗다","5"
"기타","마닷부모법을 만들어주세요","149"
"기타","홍탁집붕괴시켜주세요","0"
"행정","소상공인시장진흥공단","1"
"정치개혁","공공분야 불공정 갑질, 사단법인 대한노인회 갑질! 로 피해입은 아기 엄마입니다.","143"
"문화/예술/체육/언론","네이버 각 방송사 실시간 Talk을 폐쇄해 주시길 바랍니다.","2"
"안전/환경","일베사이트를 없애주세요","20"
"교통/건축/국토","시민을 불편하게하는 파업집회하는 개인택시를 없애주세요","6"
"교통/건축/국토","말도 안되는 재개발 사업. 주권없는 주민들의 실태.","265"
"일자리","민주노총고용세습 특검수사해주세요","36"
"안전/환경","플라스틱 사용 규제","14"
"안전/환경","태풍에 저가항공..","4"
"보건복지","우리나라는 여자를 위한 나라입니까?","12"
"육아/교육","국가 공인 시험을 통한 입시를 국민이 원합니다","7"
"인권/성평등","정말억울합니다","11"
"정치개혁","민주당 탈당책임","3"
"기타","워마드 사이트에서 각종 비하발언들 형사처벌 원함","4"
"안전/환경","일회용품 사용을 줄이기 위해 이제는 방송이 적극 나서야 할 때입니다","9"
"인권/성평등","조선일보, 조선TV 불매운동 시작합시다(IPTV 조선TV채널 숨기기 운동,인터넷 기사 클릭 금지운동)","142"
"행정","SPC삼립식품 은 지금도갑질하고있다","5"
"기타","법쪽으로  저 좀 도와주세요..","2"
"문화/예술/체육/언론","마루마루를 폐쇄시키지 말아주세요. 부탁드립니다.","31"
"기타","조손가정아이들,소년소녀가장,독거노인 등","6"
"문화/예술/체육/언론","마루마루 같은 만화사이트의 여는 제안","33"
"안전/환경","공소시효","7"
"외교/통일/국방","국방부 장관 정경두의 해임을 요청합니다","1"
"문화/예술/체육/언론","국민체육진흥공단의 슬로건, 제호 공모작 당선자의 정보 공개를 청구합니다.","35"
"인권/성평등","조선일보 갑질은 대한항공과 닮아있다.","93"
"반려동물","동물도 생명입니다","53"
"기타","돈의 출처내용 입니다  너무 급해서  쓰다보니  이렇게 되엇습니다","2"
"교통/건축/국토","★인도(보도블럭)에 주차한 차량들 강력범으로 처벌해주세요","4"
"육아/교육","출산 후 교육 프로그램, 교육비지원으로 취업율 및 국민행복지수 업","2"
"인권/성평등","조선일보 갑질","68"
"기타","기업들의 고객센터 080무료전화 강제화를 제안합니다.","5"
"보건복지","보건복지부 인증 없는 무분별한성형수술 금지/세무 조사/부작용 고지 없는 의료광고 제재","382"
"정치개혁","정치인도 정년제를 시행해 주세요","9"
"교통/건축/국토","신혼희망타운 신청자격 보완 부탁 드립니다.","3"
"육아/교육","교육세","2"
"보건복지","국민체력향상을 위한 체력측정항목 개선","4"
"외교/통일/국방","문재인 대통령님 정경두 국방부장관님 군대복무 기간 12개월이하로줄여주세요 정말 심각한문제입니다 읽어주세요","6"
"정치개혁","분당분따카페의정치글","3"
"인권/성평등","100대 재벌, 자산 50억 이상, 1000명 이상의 직언을 둔 기업 가 등은 본인, 직계존비속 정기적 인성교육 의무화","28"
"외교/통일/국방","위안부합의에 대한 의견","6"
"인권/성평등","교내 체벌에 대한 규제 및 처벌 강화","5"
"경제민주화","같은 월급쟁이들인데 서로 알아봅시다.","5"
"인권/성평등","여자도 군대가자","12"
"정치개혁","대통령님  꺠끗한 나라를 만들어 주셔서 감사합니다!","6"
"보건복지","국민연금 폐지해주세요 압류경고 없애주세요","27"
"육아/교육","학생들 교복제를 폐지해 주세요.","12"
"기타","사기","4"
"인권/성평등","cctv설치 의무화 및 성적자기결정권 나이 상향","18"
"안전/환경","심신미약 처벌을 강화해주세요!","24"
"행정","학교비정규직은 더이상 약자가 아님.","10"
"보건복지","저소득층과한부모가정의  사각지대를 알고계시나요?","15"
"농산어촌","여성농업인행복카드","3"
"외교/통일/국방","여자도 지원하면 군대 갈 수 있게 해주세요.","12"
"기타","좀 이해가  가지 않는게 있는데요","4"
"미래","한국의 미래는 전쟁이다-반딧불이의 묘","3"
"행정","도와주세요","1"
"인권/성평등","29년 간의 인권 유린","0"
"기타","대통령님. 관계부처장 말보다 진짜 국민의 목소리를 들어주세요.","5"
"행정","공동주택의 비리조사","10"
"인권/성평등","김성수 사건은 사회문제 입니다","2"
"문화/예술/체육/언론","언론이 바로서야 나라가 바로 섭니다","10"
"문화/예술/체육/언론","만화의 합법화에 관한 청원.","12"
"문화/예술/체육/언론","일본 만화 합법사이트 개설","29"
"인권/성평등","소년법, 폐지해야합니다.","29"
"정치개혁","능력없는데 그자리에 앉아 있으면 좋으냐?","9"
"보건복지","제발 도와주세요","0"
"외교/통일/국방","양구 군인 총기사고 똑바로수사하세요","31"
"안전/환경","음주운전 처벌강화 해주세요 살인행위입니다","16"
"정치개혁","이수역 사건 관련 김한정 의원 탄핵합시다","24"
"보건복지","금연 홍보를 혐오스럽게 하지 마세요.","5"
"인권/성평등","조선일보 갑질손녀 사택기사에게 폭언","249"
"기타","저죽은행의 고금리 축소 제안","1"
"기타","80대 할머니 의 협박사건  재조사를 청원합니다","1"
"경제민주화","문재인 대통령님 삼성바이오로직스를 반드시 상장폐지 시켜야 할 이유 입니다.","13"
"기타","5년민간공공임대아파트 건설사를 고발합니다","1"
"경제민주화","문재인대통령님 이게나라입니까?'무차입공매도' 차단 시스템 도입 앞당길 수 있었다…당국이 막았나, 대한민국 자본시장 적폐의 몸통이 만천하에 드러나는 순간입니다.","10"
"경제민주화","일자리","2"
"기타","2011년 경주 동천초등학교 학교폭력 피해자 입니다.","37"
"경제민주화","문재인 대통령님 삼성바이오로직스의 회계조작과 언론의 나쁜 짓을 고발합니다.","9"
"기타","이호진 전태광회장과 최재원박사 사법처리하세요","7"
"정치개혁","경찰채용제도 경찰조직개선","3"
"인권/성평등","조선일보 손녀.... 어떻게 집에서 무슨 교육을 하기에 벌써 초등학생이 어른들을 개돼지로 보는지요","304"
"경제민주화","삼성을 위한 삼성위원회라는 불명예 딱지를 금융위원회 스스로 떼어내는 계기가 되길 바라며,""삼성, 낡은 방식 청산하고 사회적책임 다해야""","9"
"육아/교육","한국 교과서의 구성은 바뀌어야 합니다","0"
"인권/성평등","성범죄자 알림e 공유 가능 할 수 있도록 해주세요.","1"
"일자리","민노총은 노동자 대표가 아닙니다.","18"
"외교/통일/국방","양심적 병역거부","4"
"인권/성평등","CRPS환자분들 장애등급신청해주세요!","75"
"경제민주화","한국경제 증시를 살릴 허준의 침 한방","11"
"보건복지","crps","37"
"문화/예술/체육/언론","컬링협회.경찰조사.검찰조사.세무조사.국정조사해야한다","15"
"문화/예술/체육/언론","만화사이트는 합법화 부탁합니다.","20"
"경제민주화","부가가치세(10%)별도로 받읍시다!!!!!!!","2"
"외교/통일/국방","현역·상근과 사회복무요원의 급여 체계","6"
"보건복지","CRPS 장애등급으로 해 주세요","160"
"기타","국민연금좀 제발 돌려주세요ㆍㆍ오늘 죽을지 내일죽을지ㆍㆍ","8"
"보건복지","드라마에여자가술먹는모습이너무많이나와요","2"
"정치개혁","소년법폐지 이루어져야합니다","38"
"정치개혁","단군이래 최악 문재인 정부","11"
"정치개혁","참정권(투표권)의 정년제 도입","1"
"기타","소득공제 대상확대:대출원리금 상환금액 포함","3"
"정치개혁","태국인 불법체류자의 대한 대책을 마련 해야합니다","9"
"정치개혁","음주운전 처벌이 문제보다 취득못하는 법이 생겨야합니다","4"
"육아/교육","소년법폐지 이루어져야합니다","16"
"정치개혁","현정부 제2의 최순실 국정농단 세력들에게","3"
"정치개혁","강서구 PC 방 살인사건 강한 처벌 (  심신미약으로 인해 줄어드는 감형 반대)","3"
"안전/환경","경기도 오산시 올리브영 오산점 앞 횡단보도 앞에 신호등 설치해 주세요.","2"
"정치개혁","이재명지사 이렇게 흔들면 혼나요","12"
"경제민주화","Cj 와 문재인 정부는 무슨 관계가 있는건가요?","1"
"일자리","장애인 고용장려금 인상","6"
"안전/환경","거제에사는  이두근 이라합니다 계속청원드렸는데,-심부름센터이런불법위법오토바이및핸드폰해킹범들 없애주십시요!강력청원","3"
"안전/환경","수많은 멸종위기종들의 보금자리인 DMZ를 생태공원으로 만드는 것을 반대합니다.","24"
"일자리","평등한 인력채용","4"
"인권/성평등","페미정권","2"
"문화/예술/체육/언론","마루마루를폐지해야할까요","43"
"정치개혁","구적폐와 신적폐, 다  배척하여야할 대상,  보통 국민을 표준으로 하여주십시오","1"
"정치개혁","대통령님 제발 우리나라 법을 제대로 해주세요","3"
"일자리","탄력근무제를 왜 통과시켰나?","4"
"육아/교육","중학교 교복을 바꿔주세요","7"
"문화/예술/체육/언론","전설 선동렬감독 복귀시켜 주세요.","0"
"정치개혁","사법농단.법관들을.처단해주세요","5"
"정치개혁","촉법소년폐지(조선일보사장손녀갑질)","149"
"인권/성평등","16가지.폭력을.근절해주세요","3"
"일자리","문재인은 제발 경제에 우선하라","5"
"교통/건축/국토","원자력","13"
"보건복지","공무원퇴직연금 사학연금 개혁하세요","9"
"안전/환경","수능감독관을 의자에 앉게해주세요.","0"
"기타","등급","0"
"행정","여성기업 우대","4"
"행정","생명을 살리려는 닥터헬기를 지켜주세요.","23"
"일자리","은행.채용비리를.밝혀주세요","5"
"정치개혁","혜경궁김씨는 누구입니까?","3"
"육아/교육","미래가 암울한 한국 현 교육 현실 과연 이대로 두어도 될 것인가 ?","12"
"미래","왜 청소년을 괴롭히고 자괴감에 빠지게 하나?","1"
"경제민주화","휘슬링락.골프접대.비리를.밝혀주세요","0"
"경제민주화","민노총은  ,,정신좀 차려라","34"
"정치개혁","불교인권상 폐지해주세요","8"
"일자리","중소기업 상속세가 세계최고 세율65%","1"
"일자리","국립한국체육대학교학생들일자리마련","0"
"기타","불법 주차대행 업체  고발합니다.","0"
"인권/성평등","여중생 여고생 교복문제","10"
"교통/건축/국토","야이 미친정부야 그래도 로또지 니들 바보야? 진짜 한심하다.","8"
"정치개혁","원전 증설 . 유지를  원하는  국민이  68% 인데  문재인은 왜  원전을  없애나요.","29"
"문화/예술/체육/언론","친일,친독재,반민족 정론지 조선일보폐간시켜주세요","79"
"육아/교육","공립 학교급식 조리실무사 얼굴에 물뿌리면서 갑질만 하는 교육공무직 영양사 해고 해 주세요~~","7"
"안전/환경","주차장 관련한 청원을 넣으려고 합니다.","1"
"일자리","주52시간시행  비정규직 노동자는 제외해주세요  한달180만원받는게 많아서 깍으려고 하십니까?","5"
"경제민주화","뒤집어진 운동장(주식)","6"
"인권/성평등","조선일보사주 초등학생손녀에 운전기사노인에대한갑질","119"
"안전/환경","대한항공기장이 사람을주겠다","1"
"육아/교육","양육비 안주는 인간들 처벌 강화","15"
"미래","국가취업소개소가도서관건물안에있었으면좋겠습니다.","0"
"정치개혁","대한민국의 진정한 내부의 적폐단체","3"
"정치개혁","국회의원 개혁안을 발의  합니다","10"
"기타","안영하세요 백화점에서 일하는 사람입니다","4"
"외교/통일/국방","일본 위안부기금 소녀상.징용노동자상 제작에 사용하자","0"
"보건복지","아파트, 다세대주택 등의 실내에서 간접흡연에 대한 법률을 더 강화해주십시오","12"
"외교/통일/국방","▶일본의 독도 망언..!!◀ 계속 듣고만 있을 것인가..!!","3"
"인권/성평등","""티비조선 사장 딸 갑질 행태"" 어떻게 보도하고 어떻게 처리 하는지 두 눈 똑바로 뜨고 지켜보자.","48"
"정치개혁","초등학생 속여.  김정은 환영단  신청서. 받은  우리계레하나되기운동본부. 해산 구속을 청원합니다","6"
"인권/성평등","조선일보 손녀딸 갑질 부모의 공개사과를 요구합니다!","99"
"외교/통일/국방","전상수당 월 2만3천원 주는 대한민국","2"
"행정","민원24를 제대로 만들어주세요.","2"
"기타","국회의원의 봉급을 낮춰주세요","20"
"일자리","서울시 공무원 시험 시설관리직 장애인전형 2019년에도 서울시 공무원 시설관리직 장애인전형이 있게해주세요...","1"
"교통/건축/국토","공인중개사 수수료가 미쳤다. 이게 바로 생활적폐","16"
"정치개혁","겉과 속이 완전히 다른 더러븐 민주노총","13"
"미래","EBS 대학도 만들어야 합니다.","1"
"보건복지","고가의 치과 진료비 부담을 줄일 수 있습니다.","4"
"성장동력","방송대 로스쿨 설치를 청원합니다.","2"
"저출산/고령화대책","성희롱 성추행 법 폐지","2"
"일자리","의사단체 눈치보지 말고, 의대 입학 정원을 늘리세요. 이미 늦었습니다.","6"
"행정","국민 사행성 인터넷 복권의 조작 의혹을 밝혀 주시길 바랍니다.","7"
"미래","<U+0001F436>친일보수당의 뿌리 박정희의 행적.","5"
"성장동력","약대입학정원 일본 13,000명 VS 한국 1,600명","3"
"일자리","교사, 공무원, 공기업 임금을 OECD 평균 수준으로 내려 주세요.","9"
"보건복지","의료보험","12"
"정치개혁","쪽팔린다. 세월호팔이 케이비에스 양승똥이 짤라라","5"
"일자리","파업하고 폐업하고 기아 현대자동차 다 베트남으로 이주해라","13"
"기타","중소기업청년전세대출 빚좋은개살구인가요?","2"
"인권/성평등","조선일보 손녀 딸에 언행폭행과 그에따른 공개적인 사과","91"
"보건복지","국민연금 소득대체율 50%, 문재인 대통령 대표공약","4"
"보건복지","경유차 매연과 국민건강","4"
"기타","국민연금 중간 환급","6"
"경제민주화","퇴직부부 공무원들 연금 20% 삭감해야","15"
"육아/교육","이번에 수능을 본 학부모 입니다..","26"
"일자리","교사도 1호봉부터 시작해야","10"
"외교/통일/국방","문재인 대통령님이 언급한 지역별 명패 달아드리기 사업","1"
"일자리","노동조합의 폭거를 아십니까?","11"
"경제민주화","당신들도 나중엔 사업을 할 때가 올 수도 있습니다. (주휴수당제도 폐지 부탁드립니다.)","690"
"외교/통일/국방","이제 월남전투수당을 참전용사들에게 돌려주세요.","9"
"성장동력","나라말아먹는 민주노총 니들만 잘먹고 잘살면 그만이냐","19"
"일자리","임용절벽 해결책   교사 정년 단축에 있습니다.","4"
"육아/교육","조선일보 방정오 ""부모 권리 박탈""과 '피해 운전기사 보호'를 청원합니다","410"
"일자리","영양사vs영양교사, 상담사vs상담교사, 간호사vs간호교사","2"
"경제민주화","외국처럼 교사들 방학때 임금 삭감해야","7"
"정치개혁","양진호 특검 도입해주세요. 웹하드 카르텔 악행을 철저히 수사해 주세요. 제발 이 청원 삭제하지 마세요.","50"
"일자리","교사호봉은 왜 9호봉부터 시작하나요?","6"
"저출산/고령화대책","임산부 배려석의 효율적인 운영을 청원합니다","2"
"미래","야들아 한국의 우습디 우스운 공뭔 모습 얘기해줄게","4"
"성장동력","세계를 선도할 의사 약사 치과의사 100만명 양성해야","3"
"일자리","은행원들 퇴직금 8억이 적습니까?","10"
"안전/환경","환경관련차량운행에대하여","1"
"저출산/고령화대책","지하철 공짜 없애고, 교통보조금 지급해야","5"
