"catagory","title","participated"
"경제민주화","국가를믿고투자했습니다","7"
"성장동력","증권거래 각종 규제 철폐","5"
"경제민주화","삼성 바이로직스로 끝냅시다...","5"
"행정","0.001 !. 너무나 큰 차이의 천당과 지옥,  분명 잘못한 행위이지만 ""오차가 있을 수 있기에"" 선처가 필요하다고 봅니다.","5"
"문화/예술/체육/언론","왜 갑자기 마닷이 이슈가 돼고 비난을 받아야 하나요?","23"
"성장동력","소득주도 성장포기해라","6"
"보건복지","면역항암제의 빠른 의료보험실시 요망합니다","12"
"정치개혁","1950년대 호주기자의 한국유권자에 조언","0"
"기타","민노총은 설득의 대상이 아니라 청산의대상입니다","20"
"안전/환경","경기도김포시 불법업소(영업허가세금탈루,카드깡세금탈루,불법유사성행위,불법성매매,불법호객행위)를 제발 근절되게 힘써주십시오!!","6"
"일자리","이제라도 인기영합말고  기업인,중소기업인,중소상공인들의 목소리에 귀를 기울이시길,,,","5"
"농산어촌","귀농 정책 고쳐주세요.","7"
"교통/건축/국토","사당역주변 끔찍한 교통지옥을 해결해주세요","7"
"보건복지","장애인","0"
"교통/건축/국토","미친집값 제대로 잡아주고 관련자들 강력하게 처벌해주세요.","17"
"정치개혁","문제인지지자에서 적극적인 반대자로 돌아선 이유","16"
"정치개혁","안, 이, 박, 김 .. 살생부 답변요망","8"
"인권/성평등","서울역 노숙자쉼터 희망지원센터 문제에 관하여","1"
"외교/통일/국방","문재인 정권  적당히좀 하세요~  자국민이 우선이지 북한 인권 사업이 우선입니까?","32"
"성장동력","소득주도성장의 허구와 국가주도발전전략","4"
"성장동력","한국경제의 근원적 문제는 문화다","1"
"인권/성평등","방정오 딸 국외 추방을 하여주십시오.","35"
"인권/성평등","대기업  사장일가  비서.운전기사  월급 전수 조사 요청","15"
"성장동력","주 52시간을 주60시간으로 다시 바꿔야합니다.","8"
"정치개혁","이재명지사 경찰간부 뇌물수수혐의고발  지지","11"
"교통/건축/국토","기획부동산사기","12"
"일자리","최저임금관련 9000번째 청원입니다.","4"
"일자리","삼성의 운전기사 언론 갑질!!!","4"
"육아/교육","sbs 아동학대","844"
"기타","음주운전 단속을 반대합니다.","4"
"인권/성평등","민주노총의 투쟁을 대통령께서 수용하셔야 합니다.","2"
"기타","쳥와대는 국민들의 아우성이 들리지 안니한가?","10"
"교통/건축/국토","신공항은 가덕도","6"
"외교/통일/국방","일제강제징용노동자상 조속히 부산영사관앞에 설치를 해주세요.","0"
"육아/교육","국가는 학생들을 지켜주어야 합니다.","26"
"경제민주화","사이비종교집단들 척결해 주세요.","13"
"기타","인천 중학생 아파트 옥상에서 추락사 시킨 중학생 4명 엄벌에 처해야합니다","174"
"경제민주화","삼성전자서비스 비호한 고용노동부 정부감사를 촉구합니다.","2"
"기타","조두순은 세상에 절대로 내보져서는 안되는괴물입니다","46"
"일자리","파리빠게트 성추행 힘들었습니다. 이젠","6"
"인권/성평등","영장없이 임의동행인 상황에서 감금강요상해까지","0"
"교통/건축/국토","민정 수석 비서관  면담","2"
"정치개혁","국회의원을 6배 액면분할 해주세요","2"
"교통/건축/국토","택시 별점및 리뷰 시스템 도입 청원합니다","8"
"인권/성평등","신촌역 유플렉스 핀란드인 노숙인","0"
"경제민주화","조만간 당신들~~","5"
"저출산/고령화대책","산전육아휴직 및 3년 육아휴직 기간 보장","32"
"인권/성평등","서울남부교도소 교도행정과 관련하여","0"
"문화/예술/체육/언론","혐한매국기자 강대호 국적박탈, 영구추방해주세요","29"
"보건복지","나영이 사건. 조두순 출소 완강히 반대, 법 개정 요구","255"
"인권/성평등","제억울함풀어주세요","2"
"행정","한성대학교 시각디자인과 진씨의 성폭행과 협박죄를 묻어준 강남경찰서 양경장 징계해 주세요","4"
"인권/성평등","인권이 억압받는 서울특별시립은평병원(2)____정신건강복지법에 의거","1"
"경제민주화","문재인 정부는 국민 피빨아 먹는 흡혈귀 정부이다(잘나가던 경제 파탄내고 국민을 온통 고통속으로 몰고간다) - 직무유기하고 있는 금융위원장 최종구를 해임하고 외인이 국민 피빨아 먹는 공매도를 즉시 폐지하라.","31"
"정치개혁","한국과 한국인비하하는 혐한이적 사이트 제재해야합니다. 그리고 외국인정책 강화해주세요","10"
"일자리","실업급여","3"
"기타","국내 유통되는 국산브랜드 과자 해명좀","2"
"인권/성평등","인권이 억압받는 서울특별시립 은평병원","1"
"미래","주 52시간 근로시간 단축법 개정","10"
"보건복지","한국평가원장의 소신발언을 문재인 정부는 적극 수용하여야 한다","4"
"성장동력","강성노조 잡지 못하면 한국경제 미래는 없습니다","7"
"일자리","신한은행 도급회사 신한서브의 갑질로 계속적인 퇴직협박이 이어지다가 결국 일방적인 업무정지로 쫓겨났습니다","1"
"보건복지","집화장실에서 금연","3"
"인권/성평등","출소 후 조두순에게 마지막 기회를 줍시다.","20"
"인권/성평등","KBS  11/22  뉴스  만취 승객  고속도로 상에 택시기사 폭행","6"
"정치개혁","+ 성 매 매 특 별 법 + + 폐 지 하 라 +","1"
"보건복지","조두순 막아주세요~~","19"
"인권/성평등","부당함을 당했는데, '~관련 법이 없어/ 미흡해' 이라는 소리만 듣고 도움 못받는 사람 손","0"
"정치개혁","""ytn 뉴스나이트 김선영앵커.이눔 재발 정리좀 해라~!""","1"
"정치개혁","65세 부터 정치못하게 해주세요. 법으로","5"
"행정","아산순천향점GS25시편의점을조사해주세요","6"
"기타","국내 정유사와 통신사의 독과점으로 인해 가계 경제가 죽어가고 있습니다","0"
"안전/환경","양식장 김에 공업용  염산을  뿌리는 행위를 엄벌하여  주시고 이들 토착세력에 방관하는  해경의  감찰을 청원합니다","9"
"인권/성평등","서울역 노숙 문제 해결해 주시기 바랍니다.","4"
"보건복지","난방유 등유 한시적 인하요청","11"
"안전/환경","김해공군부대,해군6역사단","0"
"인권/성평등","조선일보 갑질손녀 네이버 기사에서 다룬 원본 청원글","32"
"정치개혁","법 개정,강화 시급합니다. 대통령님 귀 기울여 주십시오.","6"
"안전/환경","조두순 출소 반대합니다.","66"
"문화/예술/체육/언론","마루마루사이트에 대한 개편","20"
"정치개혁","한번 여쭤보죠","1"
"보건복지","물리치료사 성추행 및 처우개선","5"
"보건복지","고등학교 수행평가임 클릭하지 마셈","1"
"안전/환경","소방관들의 처우 개선","82"
"인권/성평등","PC방 살인에 대한 '김성수'씨 감경이 필요한 이유","7"
"일자리","청년 실업률 감소","3"
"외교/통일/국방","공동 경비구역에 한반도기를 달아주세요.","1"
"교통/건축/국토","노후 차량 페차 하게  해주세요","1"
"안전/환경","사형제도 부활시키고 집행도 해주세요","30"
"경제민주화","과거 노무현 때 처럼 어물쩍 정치적 타협은 안된다.","2"
"정치개혁","이재명 경기도지사 점점 궁지에 몰리는 중... (Feat. 명탐정 코난)","8"
"일자리","국가직무능력표준 ncs 수정요구","4"
"경제민주화","파렴치 범죄자 삼성 이재용 즉각 구속하라!!","3"
"외교/통일/국방","조치부탁드리겠습니다.","1"
"정치개혁","국회감리 기구 창설의 건","2"
"인권/성평등","의무 복무 기간중 가벼운 형사범죄 사면해주세요","2"
"문화/예술/체육/언론","미디어 모바일 콘텐츠 산업 정책과 규제 개정을 제안합니다","0"
"육아/교육","수시펴지  정시확대","19"
"정치개혁","정신까지 죽어가는 요즘 아이들 어디까지 보기만 ?","15"
"미래","세금","1"
"정치개혁","반려동물 유기 처벌을 더욱 강화시켜주세요.","24"
"인권/성평등","조선일보 손녀 갑질 규탄 5700명 돌파","35"
"정치개혁","사형제도를 실시하자!","7"
"외교/통일/국방","DMZ에서의지뢰유지","1"
"육아/교육","정시 100프로 제안합니다!","25"
"보건복지","공적 연금 제도의 개혁이 필요합니다!!","4"
"행정","불법현장 민원 접수한 목수가 피의자로 행정기관에서 경찰에 고발되고 시공업자는 절대보호하는 구청직원","9"
"육아/교육","시골초등학교에도 보건교사를 보내주세요","2"
"교통/건축/국토","제발 우리아파트좀 살려주세요","3"
"정치개혁","언제까지 소통만 할 겁니까? 소통을 넘어 실질적 해결이 가능한 청원제도를 제안합니다.","50"
"보건복지","산제요청","1"
"인권/성평등","미성년자의제강간, 아동복지법 위반 범죄자의 형량 강화를 요청합니다.","30"
"기타","서울의 한 유명 대학의 연극영화과 교수로부터 성추행,폭행 당했습니다. 신변 보호 요청합니다.","8"
"인권/성평등","지하철역 이름 바꿔주세요.. 지하철은 남성들의 전유물이 아닙니다.","4"
"일자리","언제까지 경제실험을 하나요..고용없는 소득주도.....","7"
"행정","(6차 국민청원) 대법원의 인맥과 시청의 인맥으로 각계각층 친일파 후손 등과 일본놈들이 나라에서 보관 관리하던 수백만 평의 나라 땅 개인 땅을 강탈해갔습니다.","531"
"기타","조두순 출소 강력 반대합니다","72"
"기타","국회의원 서민법안 몰라요","2"
"인권/성평등","조두순","41"
"기타","대한민국 법개정 좀 제대로 해주세요","4"
"인권/성평등","야심한밤 달리는폭주족","6"
"기타","이슈텃밭 2. 주거 X유니버설싱크대","37"
"일자리","예산이모자르시면 중국에 차관을빌려서라도 돈을뿌려야합니다","1"
"외교/통일/국방","소년법  빨리 개정해주세요","25"
"인권/성평등","조두순 (나영이 사건) 사형으로 평생 감옥에서 혼자 독방으로 살게 하세요.","51"
"육아/교육","청소년 학교 두벌자유화","1"
"정치개혁","지방주요도시에 더 강력한 개발정책이 필요합니다","1"
"미래","범죄(살인)에 대한 법 강화요구","11"
"일자리","경제만살리면됩니다 속도전입니다","1"
"안전/환경","강서구 PC방 살인 사건 김성수 그리고 공범 동생 (Feat. 명탐정 코난)","7"
"육아/교육","특목고를 위한 수능인가?","9"
"정치개혁","2030세대가 응시하는 모든 시험을 절대평가화해야합니다","0"
"기타","TV프로그램  속 일회용품 사용 규제를 요구합니다","26"
"안전/환경","문재인대통령님. 법 개정 그냥 손놓고 있으실 겁니까!","27"
"정치개혁","전관예우 원스트라이크아웃제청원합니다","2"
"인권/성평등","나쁜 종교인들도 강력하게 처벌해 주세요","6"
"정치개혁","로스쿨을 강력하게 밀어주어야합니다","0"
"기타","양띵(양지영)구속 글 삭제","1"
