"catagory","title","participated"
"정치개혁","심재철의읜 특활비 공개해주세요.","31"
"행정","실생활에서 한국식 세는 나이 쓰지말고 대한민국 정부의 주도로 만 나이 사용을 생활화 했으면 좋겠습니다.","11"
"교통/건축/국토","김현미.김동현 이런사람들은 하도 욕을 먹어서 내성이 생긴걸까요? 집부자1위가 604 채라니? 다세대주택자에게 혜택주는 정책이나 펴고 있으니 월세올려 또 집사는 겁니다.","26"
"정치개혁","문재인대통령님 일본함대의 욱일기 게양관련 의견 제안합니다","9"
"교통/건축/국토","임대왕604채서민을위한나라냐꼴?잘돌아간다","34"
"정치개혁","문대통령은 경제파탄 원인을 모르는것 같다","22"
"경제민주화","문재인 정부가 성공할 수 잇는 유일한 방법입니다","16"
"행정","제발아무것도생각하지마세요","2"
"인권/성평등","지방차별_서울만소급적용_지방소급적용불가_개인회생_“빚 갚을 때도 지역 차별”…법원마다 다른 개인회생 변제기간","48"
"정치개혁","엘리엇과의 소송에 제출된 법무부 답변서 관련 의혹에 대해 진상조사와 감사를 청원합니다","54"
"인권/성평등","※ 궁민은  정부와  공무원에   노예다","16"
"교통/건축/국토","안녕하세요~빌라 건물에 대해 고충사항 몇 자 적어봅니다.","4"
"교통/건축/국토","서부간선도로","4"
"인권/성평등","★대한민국  공무원은  너무 특혜가 맣타","12"
"교통/건축/국토","대중교통수단에서 임산부자리에 대한 조언","5"
"교통/건축/국토","다 주택자가 이렇게 많다니 기가막혀요","34"
"외교/통일/국방","욱일기 달고 오는 일본전함에게 소녀상을 내밀자","10"
"경제민주화","국민연금 주식대여 금지하고 공매도 페지하세요","208"
"안전/환경","지하철 무료승차 시간제한 제안","17"
"인권/성평등","장애인 특별 보호법을 만들어 주세요","130"
"외교/통일/국방","간경화 북한 외교부장관 ??","35"
"정치개혁","아직도 늦지않았습니다.유은혜장관 포기해주세요","35"
"정치개혁","장관의 국회의원 또는 국회의원의 장관 겸직을 반대합니다(삼권분립의 원칙 지켜 주세요)","18"
"정치개혁","부끄러운 나라 희망없는 나라가 되지 않도록 흠결이 있는 사람은 공직에 발붙이지 못하게 합시다. 그런 짓하고 국민 앞에 선다는게 뻔뻔하고 구역질 나지 않습니까? 애들이 뭘 배울까요?","7"
"안전/환경","국민이 노예다","10"
"외교/통일/국방","제주도 관함식때  ""일본이 욱일기""게양 절대 못하게 해야한다.","28"
"외교/통일/국방","사드배치 당장 철회하고 사드기지 철수하세요","267"
"교통/건축/국토","평택-남부터미널행 (대원고속버스) 증차 요구합니다.","2"
"행정","경북 청도군청 행정을 규탄~!  '규제완화를 앞세운 무대책, 무분별한 허가'로  우리후손들의 자산을 헐값에 팔아치우고 있다","61"
"보건복지","퇴직연금 상품별 (DB, DC)가입 자유화","1"
"외교/통일/국방","일본의 만행을 감시하기 위한 전문인력 충원 및 양성을 청원합니다.","6"
"기타","'北 해커, 1조원 탈취 시도' 변함없는 북정권 김정은의 진짜 얼굴입니다.","24"
"일자리","지방의 보성 군청산하 농업기술센타의 포클레인 지게차 2일교육신청접수에 대하여","2"
"육아/교육","다음 세대를 위해 안터생태공원을 반드시 보존해야 합니다.","242"
"교통/건축/국토","경춘,중앙선 평일 자전거휴대 탑승","6"
"정치개혁","문재인대통령님은 남북경협정책을 아시나요?","4"
"보건복지","한부모 자녀 초등학교 저학년 돌봄","8"
"경제민주화","누진적 보유세 즉각 시행하십시오","25"
"일자리","외국계 기업의 포괄임금제 폐지 좀 해주세요!","7"
"인권/성평등","양심적병역거부자 vs 비양심적 군필자들...","17"
"미래","마니산에 케이블카 설치와 강화도에 연결 교량을 하나 추가로 설치 바랍니다.","2"
"교통/건축/국토","꼭  도와주십시요","2"
"외교/통일/국방","관함식, 일본 욱일기 함대 입항금지 청원","44"
"외교/통일/국방","완전한 한반도기","11"
"정치개혁","해군 국제 관함식 취소합시다","4"
"외교/통일/국방","정부가 ""북핵 신고는 뒤로""  핵 폐기 역행으로 가고 있습니다.","20"
"교통/건축/국토","92,000명이 47만채 보유","41"
"일자리","로또","16"
"일자리","문재인대통령님 부디 기업은행 비정규직의 억울함을 보아주십시오","10"
"교통/건축/국토","부동산대책 선제 대응하라!","29"
"일자리","IBK 국책은행 자회사 강행 조사하라!!!!!!","6"
"육아/교육","아예 '정치 선동 팸플릿' 돼 가는 중·고교 역사 교재","9"
"인권/성평등","국립공원을 출입하는데 왜 사찰이 돈을 받습니까?","768"
"인권/성평등","춘천지방법원의 만행과 개인회생 36개월 단축소급 전국으로 시행하라","21"
"외교/통일/국방","北 철도·도로 사업에 43조 든다는데, 정부는 또 ""모른다""고 합니다.","31"
"문화/예술/체육/언론","NC소프트 게임:리니지 불법사설서버 홍보BJ","2"
"정치개혁","내부고발자의 부당함을 간곡히 도와주세요.","17"
"보건복지","내돈내놔라","4"
"정치개혁","한국당 여당당시의 1년치 청와대 사용내역공개해주세요","4"
"외교/통일/국방","예비군 훈련도중 부상당한 예비군의 말로","20"
"문화/예술/체육/언론","설악산 입장료 폐지","210"
"기타","화물차","8"
"반려동물","동물보호법강화","27"
"기타","'태양광' 전액 은행 대출, 시민단체 출신들 조합에 돈벼락이라니요. 이게 나라다운 나라인가요","20"
"보건복지","약학대 2년제로 바꾸라","7"
"정치개혁","종서기가 문제인가? 문제인이 더 문제인가?","5"
"정치개혁","국회청문회대상자는  청문통과가 여야합의되어야 임명되게 법개정을 하라.","9"
"농산어촌","귀농자들의정책자금","7"
"교통/건축/국토","로또청약, 대한민국이 놀음판도 아니고......","13"
"미래","구**전남친 아니 인간이기를포기한 최** 사회에서 영원히 격리시켜라","50"
"안전/환경","제주오현고등학교 단축수업","0"
"미래","정말 통일 이 될까요. 0% 확률 이지만 통일이된다면 나는 김정은 위원장 을 통일 한국의 대통령 으로 ,,,,","3"
"행정","위장전입 합법화 청원","11"
"정치개혁","유은햬 교육부장관 자격 없어요","60"
"기타","지자체 인원동원행사폐지요청","1"
"기타","청와대는 윤은혜 파면시켜라  아니면스스로 물러나라.","36"
"정치개혁","우리나라 국회의원 찍어 주지 맙시다!","16"
"교통/건축/국토","임대사업자의 폐단이 사회적 이슈화에 정부의 대응이 궁금합니다. 아직도 실수요자라 부릅니까?","27"
"교통/건축/국토","공인중계사페지하라","10"
"외교/통일/국방","관함식에 욱일기를..? 우린 이순신 장군님 깃발 휘날려 주세요!!","6"
"외교/통일/국방","강경화는 외교부 장관을 그만두고 영어학원이나 해라","20"
"정치개혁","존재의 가치가 없는 여가부를 폐쇄하십시오","15"
"보건복지","판매중지된 물티슈 회사들이 꼼수를 부리고 있습니다. 해당 판매중지된 회사들의 제품의 전수조사를 통해 피해를 입는 국민들이 없도록 해야 합니다..","4"
"외교/통일/국방","북의 비핵화 방법","1"
"미래","김의겸 대변인 함부로 놀리는 입(구설) 강력 제제하라","21"
"인권/성평등","계약직직원","3"
"성장동력","김동연의 지역별 임금은 최저임금 조정을 에두른 표현이다","3"
"기타","오늘 노벨평화상후보..???","9"
"육아/교육","다문화계(미국계) 한국인 영어교육 한국아이한테 시키면?","2"
"기타","해양도시 부산???  무늬만 해양도시","3"
"외교/통일/국방","일본  전범기","8"
"교통/건축/국토","문통령은 집값 돌려놓고 임대사업자혜택 폐지하라!","45"
"외교/통일/국방","대체복무 관련 제안하고자 합니다. 여호와의 증인들 보라....","8"
"문화/예술/체육/언론","배구협회 구성원들과 현여재배구대표감독의 경질을 바랍니다.","3,957"
"경제민주화","주택임대법","9"
"행정","장애인 공동명의 차량 상속이전 및 폐차관과련 법규정 현실화","4"
"외교/통일/국방","왜놈 욱일기 반대 한다","20"
"교통/건축/국토","집값 안정에대하여","19"
"외교/통일/국방","끝까지 일본이 전범기달고 온다면 우리는 독도함으로 밀어부치자","18"
"육아/교육","영어교육 초등1학년2학년 못하게한 정책 정부에서 성공한 정책입니다 한국말도 못하고 한국어 단어를 하나하나 배우는 영유아에게도 영어 못 가르키게 하는 정책으로 확대해야 합니다","3"
"경제민주화","한 명이 임대주택 604채 보유…두 살 아기도 '임대업' 왕짜증 난다. 이 나라!!!!","17"
"기타","내부자료유출로 국정혼란을 초래한 김동연 부총리 겸 기획재정부 장관의 모가지를 잘라야 한다","4"
"정치개혁","대통령 시 검사장 임명제 폐지","3"
"문화/예술/체육/언론","권순태 제명 청원합니다","9"
"일자리","한국타이어 대전공장 생산기능직 들어갈수있게 해주세요","1"
"정치개혁","삼성증권에 피해보고 이재용재판을 청취한다는 이유로 반삼성운동가로 몰고 폭행벌금으로 참여재판 신청하니 거절하고 감치한 대구지방법원 김은구 판사 김태환판사 파면하고 직권남용으로 처벌해 주세요 억울해서 살겠습니까 ㅜㅜ","27"
"미래","서민경제","6"
"인권/성평등","인강장애학교 장애우를 폭행한 놈들 또 풀려나겠네요","11"
"교통/건축/국토","버스타기전 음료반입은 국회서 통과된 법인가요? 의무인가요? 대통령님 답변기달립니다","1"
"인권/성평등","층간소음 피해자인 민간인에게 음주후 욕설과 반말하는 군인","13"
"기타","사람보다는 나라가 우선 아닌가요","1"
"보건복지","보건복지부의 민원인을 무시하는 동문서답식 민원처리 방식(조** 주무관의 실제 민원처리 내용)","4"
"행정","기초수급자 자동차","1"
"미래","일본해저널문로 각계 부처 장관님들께 청원합니다.이건 청와대를 포함한 모든 국민이 이해를 해주셧으면 합니다","12"
"정치개혁","병동간호사들도주52시간근무제도입해주세요ㅡ","39"
"정치개혁","사형제도 부활및 음주운전 무기징역으로 법을 계정해주세요","53"
"정치개혁","앞으로 청와대 청원에 다시는 글 올리지 않겠습니다.","12"
"기타","사기꾼들에게  유리한 사실적시명예훼손, 모욕죄","6"
"외교/통일/국방","욱일기 달고 오는 자위대 군함 막아 주세요.","15"
"외교/통일/국방","2018 대한민국 해군 국제관함식에 '독도는 우리땅'을 트는것을 청원합니다","12"
"정치개혁","2,4주 일요일 마트휴무일을 없애 주세요","5"
"기타","어르신에게 행복을 드려주세요.","0"
"보건복지","전 이대로 아이을 낳야하는지요. 저좀 살려주세요","15"
"교통/건축/국토","고속도로1차선 추월차선 강력처벌 및 단속강화","6"
"인권/성평등","여성 가족부 폐지하라","39"
"외교/통일/국방","전 세계는 하나가 되어<U+00A0>더 이상의 전범기(전쟁범 국기) 자체를 금지 & 퇴출시켜야 합니다.","12"
"기타","묻고싶은데. .대 국민 해답을 바라긴한데.. 그또한 지금은 다 오픈을..못합니다.","2"
"반려동물","쥐약 판매 금지 시켜주세요","673"
"보건복지","치과 내부자 신고입니다. 경청해주세요","34"
"문화/예술/체육/언론","병역 특례 제도를 개선해주세요!","3"
"육아/교육","어린이집 보조교사 휴게시간 부당해요","102"
"교통/건축/국토","일시적 1가구 2주택 길을 열어주십시요. 분양권 예외 인정해주십시요","10"
"외교/통일/국방","탈북자도 대한민국 국민으로 받아주세요","26"
"외교/통일/국방","점범기!! 절대 대한민국 바다에 발을 들려선 안됩니다!","8"
"일자리","일자리창출로 쓴 돈 54조 내역공개요구","22"
"반려동물","동물보호법 강화 해주세요!!!!!","30"
"외교/통일/국방","욱일기가 아니라 전범기입니다. 공식적으로 명명해주기 바랍니다.","9"
"인권/성평등","20대여자입니다 (리벤지 포르노)","167"
"인권/성평등","재외동포의 차별을 없애 주십시오.","7"
"정치개혁","국회의원 삼진아웃제도시행하라!일안하는분들 짤라야지~","25"
"외교/통일/국방","욱일기 군함 격추시키길 바랍니다.","7"
"성장동력","생산지가격표시제를 제안합니다.","2"
"정치개혁","혼수성태인 사람을 티브이에","6"
"교통/건축/국토","택시기사도 음주단속 하기를!! 해도 너무하네!!","28"
"육아/교육","게임과 스마트폰으로부터 아이들을 지켜주세요","23"
"미래","살인범 ** 영원히감옥에서 안나오게해라","14"
"기타","서울도봉구 인강학교 장애인 폭행사건","680"
"인권/성평등","매년 발생하는 대학교 신입생 오리엔테이션 사고에 대한 근본적인 해결을 촉구합니다.","14"
"외교/통일/국방","전범기 사용금지법 청원","11"
"외교/통일/국방","욱일기 군함 입항 문제...","10"
"행정","지리산 국립공원 입구 천은사의 부당한 입장료 징수","116"
"교통/건축/국토","2기신도시 주민이 3기신도시 공급의 발목을 잡으면 집값 폭등에 대한 책임을 물어야 할것이다","19"
"교통/건축/국토","교통사고 비율","1"
"외교/통일/국방","왜놈들을 제주도에 꼭 초대해야 합니까?","7"
"일자리","택배기사님들 처우를 개선해주세요","14"
"정치개혁","대정부질의를 보았습니다","1"
"교통/건축/국토","3기 신도시공급 2기와는 별도로 추가공급추진 !!집값하락및안정화에 결정적단초!!","11"
"외교/통일/국방","제주도 관함식, 욱일기를 단 일본 못오게 해주세요.","20"
"교통/건축/국토","용산 강남 서초 여의도 등에 환매조건부임대주택 50만 공급해라","14"
"인권/성평등","리벤지 포르노가 두려우면 찍지 맙시다","18"
"기타","경제.정치 부문에서 처벌 기준의 현실적 강화를 요청 드립니다.","1"
"안전/환경","음주운전의 처벌을 강화해주세요","76"
"육아/교육","초등학교 1,2학년 영어교육 허용","8"
"보건복지","장애인학교에 상주해 있는 사회복무요원","47"
"외교/통일/국방","대한민국은 전범기를 싫어합니다.","10"
"외교/통일/국방","선동열감독 거짓말을 밝혀라","14"
"기타","1가구2주택 대출","13"
"기타","충남 시내버스 언른 운행해주세요","4"
"인권/성평등","장애인시설(장애인복지관,특수학교,일반학교도움반등 ) 사회복무요원 중단시켜주세오","41"
"외교/통일/국방","일본 수교단절청원","3"
"교통/건축/국토","보험인수","0"
"정치개혁","심제철위원무단정보유출","7"
"성장동력","인권변호사출신 대통령님 제발 !!! 개인회생변제 단축법을 전국적으로 동일하게 정부에서 이번달부터 시행할수있도록 대통령령으로 공표해주셔서 채무자들이 채무로 인해 고통을 덜 받고 경제적으로 어려움을 당하지 않도록 도와주세요","32"
"교통/건축/국토","성남시장 좀 자제시켜주세요","9"
"기타","금융권 적폐는 왜 손 안돼시는지요","4"
"외교/통일/국방","한일 위안부 합의 파기, 한일 군사정보 보호협정 파기","4"
"행정","허위 청원 금지법, 경고조치 필요","2"
"문화/예술/체육/언론","연예인, 운동선수등 유명인들의 사생활 보호법을 만들어주세요.","27"
"일자리","은행나무열매규제풀어주세요","20"
"농산어촌","日 자위대 수장 ""자위함기는 자랑…내릴 일 절대 없다.""","9"
"육아/교육","중,고교 수행평가 간소화","4,638"
"일자리","한국도로공사=>자회사=>서명 확약서 근로계약서=강압적인서명","759"
"안전/환경","양주시의 치안과 어두운 밤길 안전을 위한 정책들을 요구드립니다","31"
"문화/예술/체육/언론","워너원 해체 반대","32"
"정치개혁","국회에서 몸싸움을 한 김성태 , 홍영표 원내대표를 징계해주세요","5"
"문화/예술/체육/언론","존댓말을 폐지해주세요.","9"
"문화/예술/체육/언론","눈썹 반영구 등 재제를 해제 해 주십시오.","11"
"외교/통일/국방","일본 욱일승천기 계양반대, 독도함을 좌승함으로 사용하세요","45"
"미래","제대로 된 사과를 받을 수 있게 해 주세요.","4"
"인권/성평등","조두순 출소반대 청원 동의건수 합산 요청","77"
"외교/통일/국방","제가 살아가야 할 자랑스러운 조국에 욱일기가 걸리는 것을 원치 않습니다.","27"
"육아/교육","영어는 만5세이하와 초등2학년이하는 가르치면 안됩니다 유은혜 교육부장관님 취임하자 마자 왜 그러십니까","24"
"일자리","청년내일채움공제 (악덕기업)","7"
"교통/건축/국토","살기 너무 힘들고 삶이 무능해집니다..","14"
"외교/통일/국방","양심적 병역거부자(?)에 관한 병역의무","19"
"보건복지","장애인 시설에서 교대근무하는 재활교사입니다.","4"
"교통/건축/국토","충남에 있는 고속버스와 시내버스를 파업을 하지 못하게 해 주세요","6"
"안전/환경","공무직 택시타기","1"
"외교/통일/국방","도대체 10.4공동선언기념식에 160명이나 나라세금으로 북한에 가는 이유가 뭡니까?","24"
"기타","조재현 성폭행 사건을 소송했는데 시효를 이유로 기각합니다.","78"
"육아/교육","두발자유화는 실시되어야 된다.","13"
"정치개혁","헌법제11조 법앞의 평등","2"
"보건복지","누구을 위한 의무법인지요","6"
"기타","국민연금 주식투자의 적정성에 대한 감사원 감사를 청원합니다.","40"
"보건복지","생계비차감이라니.. 기초수급자는 보험도 못들고 아프면죽으라는건가?","9"
"반려동물","동물학대 정당한 처벌","33"
"행정","대통령님 경제부처(기획재정부)장관에게 경제정책 전권을 일임해주십시오","3"
"안전/환경","국민생명을 위협하는 오토바이 인도주행을 대대적으로 단속해주세요!!","10"
"교통/건축/국토","■부동산대란에 한마디도 못하는 문재인대통령. ■","43"
"일자리","롯데그룹 주 52시간 프로그램 조작","3"
"경제민주화","제발 금리 좀 올려주세요.","12"
"일자리","외노자와중국에들무스라애들예매애들우리국민근로자를위해반드시추방","12"
"행정","주거환경개선지구 피해로 사람죽게생겼습니다","2"
"교통/건축/국토","경원선을 살려주십시오","2"
"정치개혁","이나라가 개들과 견주를 위해 만든 나라인가요","23"
"성장동력","오늘 무슨일이 일어났는지? 가상화페 시장 보셨나요?","4"
"기타","경제부총리의 부적절한 의원 공격은 도를 넘은 것입니다.","9"
"일자리","청년은 알바 절벽, 노인은 기초연금 한파 누가 책임지나요.","3"
"교통/건축/국토","주택담보대출 규제완화 청원","17"
"육아/교육","임종석비서실장님께","15"
"행정","경찰공무원 채용절차에 대한 부당함","4"
"기타","국제전범법 즉각 제정 및 시행 청원","1"
"교통/건축/국토","집값 담합 신고센터","19"
"정치개혁","외국인.. 건강 보험..폐지 해주세요ㅜ","84"
"일자리","인력사무소","7"
"기타","시골 서민들의 난방비","6"
"외교/통일/국방","사회복무요원제도 없앱시다","48"
"기타","송파구 주민입니다. 서울 공항 비행 소음 줄여주세요     정신과 치료 해야 할거 같습니다.","2"
"인권/성평등","리벤지포르노 처벌 제대로 해주세요","307"
"육아/교육","장애학생 폭행범 처벌","4,667"
"인권/성평등","국가 기관이 헤어진 가족 찾기 사이트 개설 및 운영","13"
"행정","조세심판원을 고발합니다","62"
"교통/건축/국토","임대사업자특혜 당장폐지해라. 이게관건이다. 애먼짓 그만하고","28"
"문화/예술/체육/언론","김어준의 스피커를 키워 주세요  가짜뉴스 좀 안듣게 해 주세요","4"
"정치개혁","유은혜, 자녀교육을 위해 위장전입자 교육부장관 임명취소해주세요","54"
"육아/교육","어린이집교사 결핵발생 관련","1"
"교통/건축/국토","엉청한 청와대가 514만채 임대물량 잠기게 했다. 바보도 이런바보들이 있나","33"
"일자리","일자리창출 아이디어 꼭 꼭 봐주세요.","1"
"일자리","근로자에게 갑질하는 덕평 쿠팡 물류센터 영업정지 청원합니다.","1"
"일자리","좋은 일자리 운운하며 청년들 벼랑끝 방치하는 범죄정부!","4"
"정치개혁","국회 반말 금지법을 제정해주세요","5"
"교통/건축/국토","지역주택거모동서희건설과.조합사무실공사지연","24"
"행정","소급적용 안되는 부칙은 국민사기극이다","4"
"인권/성평등","대한민국 남성으로 살아간다는 것..","12"
"경제민주화","국가 경제전략을 준비하는 정책 방향","3"
"행정","유은혜장관과 문재인정부의 문제점.","29"
"인권/성평등","성 비하발언에 대한 평등 평화를 만들어주십시오","1"
"일자리","일자리에 쓴 54조 어디로 갔냐","25"
"기타","걸으면서 핸드폰 사용금지와 자전거 도로 설치해주세요","5"
"정치개혁","서울 집값상승 지난 박근혜정권 탓?","13"
"경제민주화","주택 임대 사업자 제도 소급 폐지 바랍니다","14"
"기타","제주도관함식","3"
"외교/통일/국방","NLL 우발적 도발??? 대한민국 국방부 맞습니까???","31"
"교통/건축/국토","문재인 정부에 대한 모든 기대를 접었다","32"
"문화/예술/체육/언론","권순태 입국금지","5"
"기타","개인회생 기간단축...시도지역 형평성있게 시행하시오.","23"
"교통/건축/국토","상가법 통과되고 개정되도 혜택보는 자영업자는 없습니다.","3"
"안전/환경","응급실 위급 환자의 수술 진행과정에서 보호자의 동의","5"
"보건복지","생리대 무료로 지급해 주세요.","8"
"기타","SKT서비스탑 부산3센터 비리를 꼭 밝혀주세요!","26"
"기타","대통령님 소주 한잔 사주세요~~^^","3"
"교통/건축/국토","밀양역 KTX 정차는 부적절합니다, 코레일에서는 밀양역의 KTX 정차를 반드시 취소하여야 합니다.","0"
"교통/건축/국토","외제차모는 임대아파트 주민 전수조사  요청","30"
"인권/성평등","애 10명 낳으면 1급 2급도 되는겁니까??????????","4"
"기타","겨울철 난방비","2"
"교통/건축/국토","기분적 양심조차도 없이 ""갑""질로 많은 업체를 조롱하는 주식회사  **종합건설을 말합니다","1"
"기타","학교 음악을 없에주세요","1"
"정치개혁","최고의 갑질 기관인 국회.여야 싸움질만 하는 국회. 해산 시켜주세요","6"
"정치개혁","국회가 유은혜 부총리를 탄핵해 주세요!","39"
"정치개혁","흡혈국회를 해산시키자!","5"
"외교/통일/국방","부동산정책","8"
"정치개혁","왜 문재인 대통령은 기자회견 및 토론회를 하지않습니까?","18"
"외교/통일/국방","군대 신체검사 판정 기준에 대해","0"
"행정","srt에서 직위해제된 직원이 어린이표로 결혼식참석자에게 나눠주었다고합니다","1"
"안전/환경","음주운전처벌강화","69"
"교통/건축/국토","통일을 희망하며 물품을 기증하고 싶습니다.","0"
"미래","음주 운전자는 사형에 처하라.","26"
"교통/건축/국토","부동산 중개수수료가 너무 비쌉니다","65"
"미래","저소득층의 고민","3"
"교통/건축/국토","과거 토지개혁 처럼, 집여러채 있는사람 몰수하라.","10"
"보건복지","치과비용좀내려주세요","13"
"일자리","친독과점대기업 정책은 불공정범죄 행위다!","0"
"문화/예술/체육/언론","스포츠토토 베팅업체 추가 선정의 건","25"
"육아/교육","학원 폐지 부탁드려요","13"
"행정","국회 업무추진비","7"
"안전/환경","교통사고로 억울하게 죽는 일 없게 긴급제동장치(aeb) 의무화 법으로 해주세요","8"
"교통/건축/국토","대통령님 집값 원위치를 국정의 제1과제로 하세요.","32"
"일자리","난민 불법체류자 추방해주세요","67"
"행정","국민권익위원회에 대한 내 의견","5"
"행정","부동산 거래.  전자계약서 시행 시급합니다","13"
"정치개혁","전원책은 뭐하는 사람..!!","5"
"기타","중고등학생들에게 교복보다 사복으로 바꾸어져야 한다고 생각합니다","9"
"육아/교육","초등1.2학년 방과후 허용","14"
"보건복지","공정한 대한민국일까 ?","11"
"교통/건축/국토","박원순씨, 1인가구 주거 부족으로 서울 집값이 폭등했나요??","27"
"일자리","작은자들의 목소리를 지우지 마십시요.(기업은행 정규직 전환 건은 많은 사람들의 이야기 입니다)","6"
"보건복지","건강보험 신청 요금 자율제로 하여 주세요.","8"
"육아/교육","이 나라는 권력자들의 것인가?","7"
"안전/환경","음주운전 강력히 처벌바랍니다.","95"
"육아/교육","학교에서 담배피는 선생님들 때문에 괴로워요","18"
"육아/교육","학교에서 담배피는 선생님들 때문에 괴로워요","18"
"육아/교육","유은혜는 당장 사퇴하라!!!","69"
"기타","특정 이념편향적 인사 관련 나라 걱정......","17"
"교통/건축/국토","교통계엄법 및 운전면허 영구박탈제도 도입 청원","31"
"일자리","저는 시간선택제 공무원입니다.","496"
"정치개혁","인사 청문회에서 드러난 인사 5대 원칙, 아니 7대 원칙 중 무시되고 임명된 결격 사유에 대한 처벌 위헌 및 합법화 추진 청원...","18"
"농산어촌","축사 악취좀 해결해 주세요","6"
"기타","대통령은 이념적 사고에서 벗어나 실사구시적인 사고를 해야만 합니다.","16"
"외교/통일/국방","사이비 여호와증인.양심적병역거부자 구속","24"
"인권/성평등","성범죄피해자의 집주소와 주민번호등을 가해자에게 보내는 법원을 막아주세요","257,471"
"일자리","소방공무원,경찰공무원 남여차별 대우","8"
"육아/교육","장애인 차별 근절","31"
"보건복지","담배판매 방법 등 개선","5"
"미래","참으로 어이없는 나라 입니다","24"
"인권/성평등","여성들의 군복무 및 국방세 도입을 법제화 해야 합니다.","8"
"인권/성평등","리벤지포르노_구**남친 사회에서 영구격리해주세요!","473"
"보건복지","국민연금은 정말 국민을위한건가?","14"
"안전/환경","2018년 한강불꽃축제 취소해 주세요(태풍 꽁레이 한국 강타)","2"
"교통/건축/국토","최저임금 지역차등검토-무능한 정부가 일자리 못만드는 꼼수를 서민들에게 피를 짜내는 겁니다.노동착취입니다","4"
"행정","모들 술병에 '심신미약 가능성 경고문 기재'","11"
"육아/교육","부산 명지 국******** 벌좀내려주세요","0"
"정치개혁","대한민국 사회 문화 비판","1"
"육아/교육","양육비 미지급부모는  신상공개하고  형사처벌 받게 해주세요","609"
"기타","서민잡는 간접세 내리고 고가제품 세금 올려라..","9"
"보건복지","택시회사장애인고용장려금","1"
"안전/환경","<> 재활용품 수매제 건의합니다","2"
"정치개혁","유은혜 의 임기","22"
"미래","권순태 영원히 우리나라에들어오지못하게해야합니다","9"
"외교/통일/국방","외국에 거주하는 자국민에게 위치확인GPS발생기 지급","0"
"안전/환경","민노총 공사장집회 소음규제","10"
"정치개혁","국회의원 장관되면 뺏지 뺀다고","9"
"미래","서민들의 술 소주값인상 반대합니다","8"
"기타","7번째 등록","1"
"안전/환경","소방관분들을 지방공무원이아닌 국가공무원으로 전환해주세요","10"
"정치개혁","정부인사에대한 입법을 요구합니다","6"
"행정","혐한이적 축구선수 권순태의 국적박탈과 입국금지 청원합니다","51"
"성장동력","우리정부는 중국 화웨이 5G통신장비 적합성 인증 반려해야...","15"
"문화/예술/체육/언론","개천절날 같은한국인으로서추태를보인","10"
"기타","6번째 등록","0"
"기타","넥슨 피파온라인4","2"
"미래","대한민국 법의 재정립 문재인대통령 정부부터 시작해주시기 바랍니다. 청원20만 무조건 만들어주세요","5"
"보건복지","다주택 자에 대해서","8"
"정치개혁","국회의원 기가막혀","19"
"안전/환경","2년간 층간소음과 음주후 욕설& 반말하는 군인을 알려드리고자합니다.","21"
"정치개혁","제주 관함식 욱일기 초청 금지","31"
"일자리","토익보다 더 심한 중국어 시험 HSK 갑질에 대해 알립니다. 최고 응시비 11만원!!","3"
"육아/교육","유은혜 교육부 장관을 임명을 취소해주세요!","66"
"교통/건축/국토","금리인상 반대","6"
"경제민주화","자영업자도 살고싶습니다","5"
"경제민주화","가전제품 파는 쇼핑몰 자영업자인데요10월 초인데 거래가 뚝!!~~","0"
"교통/건축/국토","기름값 내려줘라 진짜","23"
"외교/통일/국방","전범기와 대마도함","6"
"기타","서민생","0"
"기타","남양주시 진접 부영아파트 입주자 대표회의 비리를 고발합니다!!","169"
"일자리","당시레들임금좀내려라","4"
"기타","쌀이 남아도는데 쌀값은 왜 폭등하나요? 물가 관리 좀 부탁해요","16"
"일자리","서민일자리 창출에 대해 가장 현실적인 방안으로 외노자 좀 줄여주세요.","7"
"외교/통일/국방","양심적병역거부자","12"
"보건복지","치아하고 임몸  사이에  파인  보험 주가으로 해 주세요","6"
"외교/통일/국방","부동산과 경제 문제가 모든 것을 덮을 겁니다.","12"
"보건복지","정작 간병이 필요한 지체장애인은 간병이 빠진...허울좋은... 간호간병통합서비스제도, 개선해주세요!!!","11"
"일자리","대통령님 14년 동안 판결무시한 재벌~~법위에 돈인거죠?","3"
"교통/건축/국토","임대업자 개인 파산신청 받아주면 안된다고 생각합니다!","20"
"문화/예술/체육/언론","초등학교 독서록을 제거해주세요","1"
"외교/통일/국방","자한당 전신, 한나라당의 충격적 과거!!!!","3"
"안전/환경","오토바이, 자동차 배기음이 너무 시끄러워서 못살겠어요.","9"
"보건복지","국민건강보험","6"
"기타","인터넷 댓글 제도 금지","2"
"보건복지","장애복지에 대해 건의사항이 있습니다","22"
"문화/예술/체육/언론","방탄소년단 군면제","8"
"기타","계약서에 서명이나 도장을 찍었는데 계약해지가 왜 안됩니까?","0"
"보건복지","독감무료","4"
"일자리","중국불법체류자및불법취업에반대함니다","26"
"문화/예술/체육/언론","신동빈 회장 석방을 간곡히 요청드립니다.","4"
"육아/교육","자한당은 인사청문회 '놀이'를 중단하고 책임있는 정당의 모습을 보여랴!","6"
"문화/예술/체육/언론","셧다운제 폐지를 청원합니다.","20"
"교통/건축/국토","부동산 가격안정을 위한 제안 (독일의 사례)","17"
