"catagory","title","participated"
"외교/통일/국방","50억낭비. 국군수도병원을 고치거나 없애주세요","4"
"외교/통일/국방","남북 정상회담 서울에서 개최를 청원 합니다","2"
"문화/예술/체육/언론","오지환 병역 보내요","13"
"안전/환경","벌목 좀 줄여주세요","3"
"교통/건축/국토","부동산 거래시 서류들을 전자거래화 ......","7"
"인권/성평등","청원합니다 꼭 읽어주세요","6"
"경제민주화","부동산 카페에서는 이번 대책 나오면 또 폭등한다고 벌써부터 난리입니다.","10"
"안전/환경","이대로는 안됩니다","16"
"안전/환경","강원도 춘천시 북산면 조교리에 태양광 발전소 설치 반대를 청원합니다.","16"
"정치개혁","어떤나라 빈집을1250원에 팔아 성공한 사례네요 지도자의 생각이 얼마나 중요한지 다시느끼게 합니다","3"
"정치개혁","문씨 지지율 실제는 5%라고 본다","13"
"육아/교육","원하지 않는 사립중고등학교에 배정되지 않도록 해주세요","1"
"인권/성평등","직권 남용 판사를 처벌하자","21"
"정치개혁","용산미군기지 영구임대주택 발표한자 다음대통령감이다","16"
"정치개혁","편향된 시각의 여가부를 당장 폐쇄하십시오","24"
"일자리","탄핵","8"
"정치개혁","가짜뉴스 생산 기자 처벌","3"
"교통/건축/국토","부동산 폭등 , 도대체 대통령은 어디에 숨어 있습니까?","42"
"인권/성평등","우리나라는  참 이상한  나라입니다","11"
"기타","무주택자에게는 전세대출 규제하지 말아 주세요","1"
"정치개혁","다주택자 보유세 강화 무주택 실수요자에 대한 규제 완화","34"
"인권/성평등","성폭력 무고 강화/ 피해지원 강화","44"
"보건복지","국민연금 주식대여 금지하라","51"
"기타","인터넷댓글관련 건의합니다","3"
"교통/건축/국토","기름10만원넣으면  유류세64,000원  유류세폐지","10"
"행정","내년2019년주52시간꼭해주세요!","2"
"정치개혁","연금 일괄하는 것이 어떻게 어려운지 설명 듣고 싶어요","0"
"정치개혁","연금 일괄하는 것이 어떻게 어려운지 설명 듣고 싶어요","0"
"일자리","민생경제,일자리,부동산,물가,기름값,조선해운업 살리기 왜 제대로 안해요?","5"
"교통/건축/국토","대형화물차","4"
"교통/건축/국토","국가기관 자동차 급발진 수사전담팀 개설 요청합니다","3"
"기타","청원 취하를 호소합니다","1"
"외교/통일/국방","베이징대 연설에서 한국을 작은 나라라고 한 것 사과하시죠.","4"
"경제민주화","서울아파트  가격상승 방지","11"
"교통/건축/국토","부동산 가격폭등의 대책","8"
"교통/건축/국토","☞지금은 부칸(북괴)보다.....서울.수도권 apt투기세력 궤멸이 급선무","12"
"인권/성평등","여성단체 형사사건 개입못하도록요구함니다","25"
"경제민주화","국민연금  주식대차 금지","14"
"교통/건축/국토","한강위에 100층 임대주택짓자","4"
"인권/성평등","차별화하되 평등한 여성징병제를 도입해주세요!!","21"
"안전/환경","침수피해를  도와주세요","2"
"인권/성평등","112경찰 상황실 실잔현장배치 후 배치 해주세요","1"
"일자리","한국도로공사의 정규직 전환 강압 횡포","5,405"
"교통/건축/국토","메르스보다 백배 더 무서운 부동산광풍!","17"
"인권/성평등","대한민국을 반으로 가르고싶습니까?","3"
"성장동력","최저잉금1만원이상이어야합니다","2"
"교통/건축/국토","무주택자는 희망이 없습니다. 주택공급은 갖은자의 밥.","16"
"안전/환경","직장내의 강제회식을 멈춰주세요!","4"
"보건복지","쿠웨이트 현지 메르스 진원지 조사","1"
"교통/건축/국토","부동산광풍,서민 그만 울려라!","21"
"인권/성평등","제발 남녀 갈등 조장좀 없애주세요","10"
"교통/건축/국토","수도권인구를줄여주세요","2"
"인권/성평등","원칙주의자이신 대통령님. '여성은 사회적 약자' 프레임을 멈춰주세요.","65"
"외교/통일/국방","한중위 사건 재수사","0"
"기타","부동산","6"
"기타","홈페이지에 왜 김정은 사진을 내리시요 뭐가 좋다고 허리 수그리고 인사하는 장면을","2"
"기타","보이스피싱 강력한 처벌 , 해결 방안 부탁드립니다.","8"
"미래","앞으로의 대한민국은 어떻게 나아 갈건지에 대한 대통령 국민토론 개최","0"
"경제민주화","집값은 공급이 중요한게 아니라 분배가 중요합니다","5"
"정치개혁","전두환 전대통령 살인죄","3"
"교통/건축/국토","용산기지 임대주택 공급","28"
"정치개혁","존재가치가 없는 여가부를 당장 폐쇄시켜 주십시오","16"
"행정","자녀장려금 과 근로장려금 진정한 저소득층에게만 지급될까요?","4"
"인권/성평등","동성애 결혼 합법화","15"
"육아/교육","중고등학교 사립재단 공립으로 전환 시켜주세요","2"
"일자리","대통령님 봐주세요.","7"
"기타","인천시 성매매 여성 2260만원 지원 반대!!! 지원 하려면 처벌도 같이!!","41"
"외교/통일/국방","여자도 군입대 의무화","15"
"행정","혈구탐식성 림프조직구증.암과 동일한 치료를 받고 있습니다.","3"
"기타","온라인 게임 셧다운제 제도 폐지를 요구합니다.","3"
"기타","대통령닝","2"
"경제민주화","사내하청 비정규직 노동자들의 처우개선을 청원합니다","4"
"경제민주화","사내하청 비정규직 노동자들의 처우개선을 청원합니다","4"
"교통/건축/국토","부동산폭등","26"
"행정","공인인증서","1"
"정치개혁","무고죄 처벌 강화","19"
"인권/성평등","성소수자들의 인권을 위한 차별금지법","30"
"기타","퇴직금 관련입니다","2"
"보건복지","건보료 독족장 때문에 살수 없다 너희들 협박 그만 해라","5"
"교통/건축/국토","집값 급등 시간없다 개발통해 공급보다 기존 아파트 수급해서 실거주자에게 전매제한으로","17"
"정치개혁","나라와 국민이 더 힘들어지기전에 국민들이 결단을 내려야 할 시가 아닐까?","6"
"기타","제발  도와주세요","1"
"보건복지","메르스..","0"
"외교/통일/국방","친일파 후손 재산 환수법 제정청원","13"
"교통/건축/국토","도심권 열섬화 가중하는 그린벨트 해제반대","24"
"육아/교육","풀무원 푸드머스 처벌","14"
"기타","삶의 고통에서 해방되고 싶다.~~~~~^^^^^","3"
"기타","삶의 고통에서 해방되고 싶다.~~~~~^^^^^","3"
"일자리","문재인의 최대  잘못은 장관 / 수석을비서관을 아무나 쓴다는 것이다. 그러니 항상 정책결과가 반대로 나오지..","16"
"인권/성평등","현재 가장 높은 동의를 받는 청원","14"
"인권/성평등","남편의억울함","47"
"정치개혁","잘못한 공무원이나 국회의원은 국민이 탄핵하기","30"
"교통/건축/국토","대중교통 교통약자석에 대한 정책제안","1"
"미래","대법원 메인건물의 법원 마크 뒤에 숨어뵈는 전범기형식인 대리석당장 띄어내주십시요","3"
"일자리","여기에 글쓸 필요 없습니다. 얘네들 이거 해결 못합니다. 능력이 안되는 애들이에요..","7"
"행정","일기예보등 국민들을 상대로한 용어는 부드럽게 순화된 용어 사용 요망","3"
"교통/건축/국토","무주택자 기준부터 손봐주세요","9"
"교통/건축/국토","부동산 가격 안정화를 위한 처방(보유세를 높이고, 용산미군기지에 대규모 영구임대주택 조성하자)","58"
"기타","김동연을 교체하라","6"
"행정","8일 근무시 건설일용직 국민.건강보험가입 의무화 폐지해야합니다","8"
"성장동력","공산주의자 장하성을 해임하라!!","15"
"미래","청소년들의 미래를 밝혀주세요.","1"
"육아/교육","사립학교의 교사임명권을 빼앗고 가에서 임명해주세요","3"
"기타","쇠파이프로 폭행을 당했는데, 오히려 징역 8개월 받았습니다.","194"
"교통/건축/국토","용산미군부대 이전부지에 서민을 위한 멋진임대주택과 공원을 만들어주세요","19"
"교통/건축/국토","오토바이, 자전거의 올바른 운행을 위한 정책을 마련해주세요.","8"
"정치개혁","문재인 정권에도 비선세력이 있는것 같다.","7"
"인권/성평등","페미니스트 좀 어떻게 해주세요","11"
"교통/건축/국토","서민은 안잡는 부동산 정책","8"
"일자리","정부가 시장을 이긴다고  말한 장하성.","13"
"보건복지","공동주택 실내 흡연","4"
"문화/예술/체육/언론","프로야구 나광남 심판에게 징계를 내려주세요","1"
"기타","한전 적자 좋아하는 백운규씨  사퇴하십시요.","1"
"경제민주화","아파트 가격 정상화에 대한 제언","24"
"인권/성평등","한국이 망했으면 좋겠어요.","18"
"기타","체크카드 수수료 폐지시커주세요","2"
"기타","한전 적자라면  태양광, 탈원전 특검  필요하지 않습니까?","4"
"기타","한전 적자라면  태양광, 탈원전 특검  필요하지 않습니까?","4"
"인권/성평등","소방공무원들에 대한 법안을 마련해주세요","9"
"기타","가족의 화합을 해치는 명절 연휴를 없애 주세요","69"
"문화/예술/체육/언론","청소년 셧다운제","4"
"기타","적자 한전 현대차에 매각했으면 정신 차리세요.","2"
"보건복지","국민연금 을 폐지하지 못하는 이유...","12"
"교통/건축/국토","문재인, 정말 너무 하시는군요.","44"
"육아/교육","교육감을 학생들이 선출할 수 있도록 해주세요.","9"
"기타","백운규씨 국회 에너지특별기금 즉각 조달할 수 있도록 하세요.","1"
"미래","밑에 매국노후손과 의병후손을 보면서 웃음 금치 못합니다","1"
"정치개혁","문 재인","1"
"인권/성평등","성추행죄 증언만으로 기소 될수 없게 해주세요","59"
"일자리","메르스 까지. 청와대 너희들 능력으로는 힘들겠다..","4"
"인권/성평등","옷깃만스쳐도 징역6개월이면 남자구역 여자구역 만들어주세요","18"
"교통/건축/국토","주택  정책","8"
"보건복지","메르스. 중동국가 여행후 귀국시 공항에서 먼저 의무적으로 메르스 검진을 받을수 있도록 시스템과 법안을 만들어주십시오!","4"
"정치개혁","답이 아닌 답변","4"
"정치개혁","국회개혁-국회는 국민청원 왜 하지 않습니까","319"
"기타","적자한전 누진제  폐지 반대합니다.","1"
"인권/성평등","국가인권정책기본계획(NAP)를 철회해주세요.","22"
"교통/건축/국토","주택 부동산 대책","11"
"교통/건축/국토","똘똘한 한채 가지려고 날린데 이즘되면 1주택자도 양도세 물리세요!","22"
"문화/예술/체육/언론","언론개혁 - 올바른 목소리를 위하여","369"
"보건복지","국민연금 의 불합리함 을 타파해 주거나 폐지 해 주십시요","5"
"기타","공기업 적자  국민들이 정부에 채찍을 들어야  합니다.","2"
"정치개혁","경제쪽박에 이어 메르스까지 문재인 레임덕 가는구먼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","6"
"인권/성평등","그사람을 혼내주세요","1"
"미래","빅토르안은 러시안인입니다","13"
"육아/교육","고등학교 수능후 출석","1"
"인권/성평등","동성애차별법","6"
"인권/성평등","동성애차별법","6"
"정치개혁","국민 의식 소취","0"
"교통/건축/국토","집값좀 내려주세요","14"
"교통/건축/국토","집값이 이런데~~ 남북관계 좋아지면 뭐합니까!!","27"
"보건복지","메르스 후속조치및 사전미리  대응","0"
"기타","의병 후손들과 매국노 후손들","5"
"외교/통일/국방","북한 관련 정책 수정 요청합니다","7"
"행정","한국전력의 독과점 조사해 주세요","2"
"행정","공무원 체육대회, 출장을 빙자한 여행....모두 국민 세금입니다.","1"
"기타","제 여자친구가 병 진단을 못 받습니다","2"
"교통/건축/국토","편법쓰는 공인중개사들, 강화된법으로 부동산부터 잡아서 시세안정화 시킵시다.","38"
"기타","초등학생이였던 제아들의 억울함을 풀어주세요.","10"
"외교/통일/국방","빅토르 안(안현수)의 군대체험 막아주세요","54"
"기타","방송에서 일본여행 프로중단요청","5"
"인권/성평등","헌법을 알기쉬운 한글로 표기해주세요","0"
"일자리","독과점대기업  편중구조를  중소상공인 편중구조로 바꿔라!","0"
"정치개혁","집값","3"
"기타","적폐와 신적폐  모두 수사합시다.","0"
"보건복지","풀무원 처벌","13"
"정치개혁","국민소환제도 실행해 주세요..","4"
"교통/건축/국토","용산공원보다 국민주거문제 해결이 더 중요","36"
"교통/건축/국토","제발  서민 괴롭게하는 DSR 정책 다시 생각해주십시요","3"
"정치개혁","대통렁 한번 만날수 있을까?","3"
"인권/성평등","천안 D대 이게 미투인가요?","5"
"안전/환경","딱 좋은 타이밍이네요(메르스)","0"
"교통/건축/국토","용산미군기지 임대아파트 대통령님이 직접나서주세요.","34"
"교통/건축/국토","주택임대사업자 지원 폐지하고 종부세 강화 요청 청원","34"
"외교/통일/국방","판문점선언  국회비준반대","7"
"기타","대통령님께.....","0"
"교통/건축/국토","지금이라도 집을사야할까? 문정부가 끝나면 어차피 오를텐데","13"
"안전/환경","보이스피싱 혼자서 해결해야하나요 절차 좀 제발!!","3"
"안전/환경","버스의 안전을 국가가 관리및 검열해주세요","0"
"안전/환경","아파트 흡연시 벌금","5"
"기타","이명박씨 이회창전총재와 국민들에게 어떴게 ㅂ상할 거예요?","1"
"교통/건축/국토","용산미군기지에 집지어라","19"
"교통/건축/국토","용산 미군기지 영구임대 활용 방안","19"
"외교/통일/국방","제주도 욱일기 단 배 진입금지 청원","546"
"안전/환경","화재관련 예방 및 책임자 바뀌어야합니다","1"
"기타","자한당 적폐수사가 중요하다면 경공모 신적폐는 1%도 없습니까?","0"
"교통/건축/국토","부동산발 정권레임덕 시작될수있다","22"
"보건복지","대한민국 의 적폐 여가부 를 복지부에 통합 하세요","7"
"교통/건축/국토","부동산 투기잡는 법 만들어주세요! 딱 두가지만 해도 해결!","26"
"교통/건축/국토","국회의원과 장관들의 주택소유분을 먼저 밝혀주세요!","16"
"문화/예술/체육/언론","홍제천 농구대 펜스 혹은 그물설치","12"
"교통/건축/국토","부동산사태가 문정권을 망하게 할수도 있다","34"
"외교/통일/국방","친일파 재산몰수","17"
"교통/건축/국토","상도동 유치원건물 붕괴와 문재인 정부 통합의 시대","2"
"기타","주권자 국민들 공직자적격성 검토 확실히 합시다.","1"
"성장동력","베네수엘라, 콜롬비아 여성들을 난민으로 수용해주세요.","4"
"인권/성평등","퀘어축제 반대자를 수갑채우다니요?","31"
"교통/건축/국토","기존임대사업자혜택도 줄여야합니다.","36"
"외교/통일/국방","사회복무요원 점심식대 국가에서 지원해주세요","1"
"교통/건축/국토","조합원아파트 문제가 심각합니다. 좀 고쳐주세요","10"
"미래","지하고속도로 공사 지금이라도 중단해주세요.","4"
"인권/성평등","남성가장부 신설하라","14"
"안전/환경","방이동 그린벨트 개발 검토 철회를 청원합니다.","17"
"저출산/고령화대책","지역별 다둥이 혜택 차별 개선 해주세요","3"
"인권/성평등","사건상대방이 사건청탁 전화를 한 경우 검찰에서 1차 조사를 받을 수 있도록 관련제도개선 및 긴급히 도움을 요청합니다","2"
"육아/교육","상도동 병설유치원 다음에는 이런 위험한 일이 생기지 않도록  예방정책이 필요합니다","5"
"안전/환경","편의점 담배  술 판매처에  미성년자 고용 금지해주세요","2"
"육아/교육","위안부 할머니들에 대한 내용을 교과서에 적극 실어주세요","10"
"농산어촌","청년 농부들과 대화를 부탁드립니다.","0"
"인권/성평등","남성도 국민입니다.","24"
"기타","개인회생 지방도3년단축시행해주세요...","16"
"교통/건축/국토","서울시의 그린벨트 해제를 전향적으로 검토해주세요.","9"
"정치개혁","사법부 개혁을 위한 특별법 을 제정 해 주시기 바랍니다","8"
"기타","회사에서 퇴직금을 받지 못했습니다","2"
"보건복지","청원 답변 추천자 수를 줄입시다","2"
"기타","은밀하게... 확장되는 도박시스템...","0"
"경제민주화","합리적인 부동산 정책","5"
"정치개혁","서민가슴에 못박는 부동산 정책 더이상 안됩니다","17"
"교통/건축/국토","용산 미군기지 영구 임대주택5만호","28"
"기타","대통령님. 남북관계도 중요하지만,국민들 아우성 좀 들어보세요...","15"
"경제민주화","한미반도체의 단가후려치기 고발합니다","0"
"정치개혁","나도 서울 다주택자지만 양심까진 버리지않았다.","18"
"교통/건축/국토","대통령님아 민심을 좀 보세요.","53"
"행정","하루마다 매일 불나는 현대기아자동차 철저한 조사및 뉴스,언론에 공개해야합니다. bmw만 마녀사냥하듯이 언론에 보도되어 많은 피해를 보고있습니다.","6"
"교통/건축/국토","불로소득(부동산투기, 갭투자)을 이대로 방치하실 겁니까?","55"
"교통/건축/국토","부동산 가격 폭등의 대책 (강남 아파트 소유자의 부동산 대책?)","22"
"보건복지","중동지역은 귀국후 별도게이트로 입국후,의무 질병검사절차 요망","0"
"기타","to.재인당신","5"
"교통/건축/국토","용산 임대주택 절대 안됩니다","14"
"교통/건축/국토","/////투깃꾼 행동대장...박원순 서울시장을 몰아내자/////","24"
"교통/건축/국토","용산 미군기지 영구 임대주택5만호","26"
"보건복지","부산 영도 대리수술 사건","13"
"교통/건축/국토","일산 장항동의 수백만평에 임대주택 공급해 주세요!!!","3"
"육아/교육","교육부는 제대로된 교육을 위해 일해야 할 의무가 있다","4"
"기타","추천1위  에 대한 추가","61"
"안전/환경","안전이 무시되는 관행좀 바로잡아주세요","8"
"기타","국민들 탈원전과 태양광으로 무슨 이득을 보았죠?","7"
"교통/건축/국토","박원순 쥐와 김현미쥐를 때려잡자!!!!!","29"
"인권/성평등","지금도    당하고  있는   대한민국에   남성부 를   설립해주세요","22"
"교통/건축/국토","서울 그린벨트를 해제해서 공급을 늘려야 합니다!!!!","11"
"안전/환경","담배에 걷는 세금에 환경미화 목적세를 신설하여 추가해 주세요.","3"
"교통/건축/국토","청와대게시판 같은 안건이 올라오면 한곳에 묶어 관리좀하세요","11"
"기타","주식시장 폭락 개인투자자 유가증권 재산 방치행위 무슨 죄죠?","0"
"안전/환경","나태한 공무원","6"
"교통/건축/국토","방이습지 그린벨트 해제 반대","7"
"기타","장하성 실장님!!! 국민들이 경제때문에 죽어가고 있어요!!!!","16"
"교통/건축/국토","대통령님. 집값 내리게해주세요.","25"
"인권/성평등","동성애자도 당당할수있는 대한민국을 만들어주세요.","31"
"인권/성평등","우리나라 법","17"
"미래","지금 가장 잘못하고 있는 것","9"
"정치개혁","철밥통 일못하는 공무원 공공기관 짤라라","15"
"보건복지","누군가 보겠죠 대한민국 인간이겠죠","1"
"안전/환경","홋카이도 강진에 의한 여행 취소시 위약금지불이 왠말입니까?","82"
"보건복지","메르스 대응관련","0"
"기타","특검은  지난 대선 경공모의 행위를 국민앞에 빠짐없이 공개하세요.","1"
"교통/건축/국토","다주택임대사업자혜택금지, 보유세강화만이 답이다","29"
"외교/통일/국방","여성의무복무제","17"
"인권/성평등","대한만국에  남성부 는  왜  없나요.?","16"
"교통/건축/국토","무등록 오토바이 단속","2"
"경제민주화","돈 없는 청년이 청년 우대형 청약 통장을 신청할수가 없어요???","1"
"인권/성평등","대한만국에  남성부 를  만들어  주세요","15"
"기타","대한민국에서 열리는 모든 동성애퀴어축제 및 차별금지법 제정반대, 군 형법 92조의 6 폐지 반대합니다.","32"
"일자리","실패한 정부의 경제정책주도자 장하성은 책임을 져야한다.","11"
"일자리","조선족 ,난민 불법체류자 다보내라","30"
"기타","다음 카페의 익명방을 없애주세요!!!!","0"
"문화/예술/체육/언론","""노라조""의 노래를 ""빌보드 차트""에 올려 주십시오.","1"
"교통/건축/국토","부동산 집값을 잡기 위해서는 서울의 그린벨트를 해제해서 공급을 확대해야 합니다.","19"
"교통/건축/국토","능력없는 김현미 국토부장관 당장 파면시켜주세요","38"
"외교/통일/국방","군대","0"
"미래","이모탄생일을 공휴일로 지정해주세요","26"
"안전/환경","삼성전자 기흥사업장  가스누출사고","3"
"교통/건축/국토","영구임대 아파트를 지읍시다","17"
"정치개혁","아아아","0"
"보건복지","메르스환자 최소한 비행편 공개해주세요.","0"
"교통/건축/국토","과천 신창현의원을 파면하라","10"
"일자리","불법체류자 추방합시다.","18"
"경제민주화","다주택자 보유세 도입 신설하고 김동연 김현미장관은 서민중심 자문단을 즉각 구성하여 의건을 청취해 주세요","17"
"교통/건축/국토","투기지역을 투기위험지역으로 명칭을 변경하는 것만으로도 집값 억제 효과","3"
"교통/건축/국토","1가구1주택으로 법제화하여 서민에게 자기집을..","32"
"정치개혁","대통령님 과 민주당은 왜 언론과 보수세력에 바지 가랑이만 잡히나??","5"
"교통/건축/국토","주정차가아닌곳에차를주차를을해요","1"
"인권/성평등","맨 위에 청원 우리남편의 억울함 동영상 자료","26"
"인권/성평등","맨 위에 청원 우리남편의 억울함 동영상 자료","26"
"미래","사회를 혼란시키며 서민을 사기치는 로또싸이트를 강력 처벌해주세요","2"
"미래","집값, 물량 많아지면 무조건 긴다.","12"
"보건복지","회사가 국민연금를","2"
"교통/건축/국토","진정 다수의 국민을 위한 용산 미군기지 활용방안","19"
"인권/성평등","▲  자영업자만   국민이 아니다  최저 임금 받는 자도 국민 이다 ▲","3"
"교통/건축/국토","서울 집값 잡기 위해 서울특별도(광역서울도) 수도권 행정구역 대통합 추진합시다","6"
"문화/예술/체육/언론","작품 '다다익선'의 존폐 논의를 대중에게 개방하고 권위를 대중에게 돌려주세요.","12"
"교통/건축/국토","국민을 부동산노예로 만든 나쁜정부","31"
"경제민주화","정부의 주택정책 제안~~~~~^^^","8"
"교통/건축/국토","문재인 정부 에서 최고의 부동산 대책은 그냥 집을 사버리는 것입니다.","14"
"교통/건축/국토","국회, 청왜대 및 모든기관  세종시와지방이전하세요","6"
"교통/건축/국토","부동산 때문에 국민들 집단 우울증에 걸리다","41"
"일자리","대리운전 갑질 이유없는 배차제한 생존궍유린 협박","8"
"인권/성평등","지하철 몰카 판사.. 근황에 대해 제대로 해명 부탁드립니다.","68"
"교통/건축/국토","용산에 영구임대주택 10만호 건설하라","22"
"인권/성평등","선량한 시민을 도와주세요","1"
"교통/건축/국토","박원순시장  서울플랜 전면 철회하라!  오세훈하던거 따라하지말고!!","20"
"교통/건축/국토","무주택해외주재원 청약자격","6"
"교통/건축/국토","미친집값으로 국민대다수를 집단화병걸리게한 무능한 정권","40"
"교통/건축/국토","신혼희망타운 무주택기준","3"
"정치개혁","대한민국의 법을 죄다 갈아엎어주세요.","2"
"보건복지","메르스에 대한 정부의 확실한 대처 부탁드립니다.","1"
"일자리","건설일을 할 수밖에 없는 남편이 밉습니다","14"
"미래","휴일좀 제발 쉬고 싶습니다.","4"
"기타","네이버 뉴스 댓글을 정치부분처럼 순공감 순을 폐지하였으면 좋겠습니다","5"
"정치개혁","문재인 정부 현안 해결책 제안","3"
"미래","용산미군기지  ,미래희망 임대주택, 적극  청원 합니다,","24"
"교통/건축/국토","서민은 안잡는 부동산 정책","18"
"기타","지역감정을 없애주세요","1"
"교통/건축/국토","미친집값 부추긴 박원순 서울시장 파면시켜주세요","46"
"인권/성평등","법치국가에서 집회 신고가 법보다 위에 있는겁니까?","9"
"안전/환경","제목 : 코끼리 코에 비스켓(전주,군산간 산업도로 방음벽)","3"
"안전/환경","전주시  수도요금 누진제 폐지및 다자녀 할인제 도입","1"
"인권/성평등","억울함을 다시 조사해주세요","1"
"보건복지","청소년담배 판매금지법","32"
"인권/성평등","루머 좀 퍼뜨리지 맙시다..","0"
"미래","용산미군기지를 청년들과 신혼부부들을 위한 영구임대주택으로 개발해 주십시오.","29"
"교통/건축/국토","아무리 열심히 일해도 대구 수성구 집값을 따라갈수가 없다","23"
"문화/예술/체육/언론","박근혜 또 다른 게이트 춘천 중도에 레고랜드 들어오는것을 반대합니다.","108"
"정치개혁","국민청원을 없애고 국민에게 사과하세요","13"
"교통/건축/국토","용산 .분당 .과천에 영구임대아파트. 금리 대폭인상 가야합니다","31"
"미래","지방은 탈풍력 탈태양광이 더 필요합니다","3"
"교통/건축/국토","내집마련이 최우선인데, 문정권으로 앞이 안보인다","22"
"육아/교육","여중고생 교복 바지로 바꿔주세요.","18"
"인권/성평등","조씨일가는 퇴진! 대한항공은 영원히","6"
"교통/건축/국토","세종에 임대주택을 짓고 공장을 지읍시다","9"
"문화/예술/체육/언론","BTS를 대하는 한국의 자세","6"
"정치개혁","스템 정리를 잘 하여 국민들의 진실된 목소리를 하나로 묶어주어 진정한 국민의 목소리를 듣기를 원합니다","1"
"일자리","지역인재 제도 수정해주십시오.","11"
"정치개혁","70.80때와는 다릅니다.청소년법계정 시급합니다","5"
"보건복지","진짜 힘든 이들을 위해","2"
"교통/건축/국토","대형화물차5톤과적과 운행과정의 알선소 알선료 터무니없는 운임","96"
"교통/건축/국토","주택청약 무주택자만 가능하게 해주세요","43"
"안전/환경","플라스틱 페트병 비닐제거를 원활하게만들도록 정부에서말해주세요","10"
"교통/건축/국토","""혁명을 하자""","20"
"교통/건축/국토","서울균형개발과 관련하여","7"
"육아/교육","보이루는 이상한뜻이 아니예요!!!","3"
"인권/성평등","'버스에서 저 남자가 지나가면서  오른손으로 제 엉덩이를 움켜쥐었습니다.'","33"
"일자리","직업 군인 노동법에 맞게 일하게 해주세요","5"
"외교/통일/국방","종전선언  반대합니다.","14"
"교통/건축/국토","무능한 문정권 부동산정책 시장과는 항상 거꾸로 간다.","13"
"경제민주화","제약 , 바이오 산업을 살려야 경제가 살아 날 수 있다.","3"
"일자리","전국 화물기사분들 봐주십시오.","3"
"저출산/고령화대책","출산장려를 위한 수당 통합 제알","1"
"정치개혁","뉴스에 나왔습니다.용산미군기지 영구임대주택","24"
"문화/예술/체육/언론","언론인에게도 자격제도를","5"
"교통/건축/국토","이제 지난정권 그만 팔아쳐먹을때도 되지않았나???","26"
"육아/교육","대입원서에 부모직업 기재 금지 필요","3"
"문화/예술/체육/언론","에어소프트건 규제를 완화해주세요","14"
"교통/건축/국토","용산 미군기지에 영구임대주택.","23"
"교통/건축/국토","북핵 폐기 별로 관심 없습니다. 부동산이나 잡으시죠?","19"
"교통/건축/국토","용산 미군기지에 영구임대주택 지워주세요","19"
"경제민주화","2주택이상 보유세  초강수로 부동산 잡아주세요","31"
"육아/교육","유은혜 의원은 자진사퇴하시오! 고작 6개월강의로 교수경력 2년으로 부풀리고 부교수로 급승진했다는데 그런 마인드로 교육부의 수장이 되는게 말이 되나요?","67"
"인권/성평등","목사,신부,스님 등 종교인 자격증 시험 엄격하게 실시합시다.","3"
"저출산/고령화대책","저출산, 혼족 증가 문제, 웨딩 문화 발전에 대해 말씀드립니다.","0"
"인권/성평등","퀴어축제 반대, 동성애 합법화 반대","213"
"교통/건축/국토","국토부 이 잡것들 물타기 하는거 보소","22"
"인권/성평등","남자에게 불리한 성폭력 관련 범죄 재판과 법은 변화가 필요해요.","39"
"기타","국민청원 답변방식 수정해라","6"
"일자리","경제정책 성공을 위해 2년간 부가가치세 인하를 제안합니다!","3"
"정치개혁","〓 국민특명, 집값 등의 적폐청산 개혁안 통문 〓","5"
"외교/통일/국방","회담결과 특사파견, 현대판 사대주의?  관행에서 벗어나 주체적 국가면모 보여야","2"
"교통/건축/국토","용산민족공원 조성계획 존치요청","11"
"육아/교육","경기도 초단시간돌봄전담사 근무시간 확대 청원합니다","1,729"
"기타","경계선지능이라도 알바나 직장을 다니게 합시다","41"
"교통/건축/국토","부동산폭등 원인제공자 대통령과서울시장 물러나라.","24"
"교통/건축/국토","부동산 폭등 책임지고 하야하라!","17"
"교통/건축/국토","세종에 있는 세종호수공원 전부 임태주택 짓고 세종청사 부지에 공장을 지읍시다","7"
"교통/건축/국토","세종에 있는 세종호수공원 전부 임태주택 짓고 세종청사 부지에 공장을 지읍시다","7"
"인권/성평등","사형제도 부활에 관하여","8"
"교통/건축/국토","부동산 폭등 원인  제거","10"
"경제민주화","정치인들.제벌회장들.공뭉원들은.감옥가도.월급을가져간다","2"
"인권/성평등","정부는 국방의 의무를 다하고 있는 청년들이 받아 마땅한 보상을 준비해야한다.","2"
"육아/교육","왜 꼭 굳이 모든 시험이 필기시험인가요?","0"
"정치개혁","용어 정리를 해주시기 바랍니다.","1"
"일자리","소득주도성장.소득분배성장은.강력하게추진해야한다","2"
"보건복지","지금의 공무원들 3분의 2는 잘라내야 합니다.","39"
"정치개혁","국회의원 총선거를 하루빨리할수있는 방법을 찾아주세요.","1"
"정치개혁","택지 예정지 유출 신창현 의원면직 시켜라!","11"
"인권/성평등","성추행은 사람의 의사가 중요한데 무의식중에 한것까지.","2"
"미래","폭망 대한민국으로 이끄는 최악의 정부","11"
"일자리","주52시간으로 소득이 줄어들판인데 소득주도라뇨??","4"
"기타","청와대 청원게시판 비동의버튼 추가에 대하여","3"
"성장동력","4차산업 육성에 교육비 지원책을","1"
"교통/건축/국토","집값 상승에 안정에 관한의견을 올립니다","20"
"정치개혁","300만외노자 방치하면 지지율은 30%대이하까지 떨어질수도","14"
