"카테고리","제목","좋아요","훈훈해요","슬퍼요","화나요","후속기사_원해요"
"정치 ","창원성산 단일화구도 바뀌나…정의당 ""민주당 만난다""",1,0,0,5,0
"정치 ","창원성산 보선 '3자 원샷 단일화'…민주·정의 환영(종합)",0,0,0,0,0
"정치 ","한국당, 조명균 불러놓고 ""文대통령 쥐고 흔드는 정의용·서훈 교체하라""",57,0,0,11,1
"정치 ","나경원, 국회 찾은 조명균에 “서훈ㆍ정의용 교체해야”",5,0,0,0,0
"정치 ","정부, 美와 이란산 원유수입 제재 ‘한시적 예외’ 연장 논의",0,0,0,0,0
"정치 ","한·미, 이란산 원유수입 '한시적 예외' 연장 논의",0,0,0,0,0
"정치 ","북미 중재 갈길 바쁜 靑, 김현종 안보실 2차장에 힘 실어주지만…",0,0,0,0,0
"정치 ","靑 안보전략 비서관 노규덕·평화기획 최종건..美 설득 초점",2,0,0,2,0
"정치 ","김정숙 여사, 아세안 유학생 초청 ""한국이 소통하는 길""(종합2보)",0,0,0,8,0
"정치 ","김정숙 ""여러분이 한-아세안 미래""…순방 앞 유학생 靑초청 격려(종합)",0,0,0,2,0
"정치 ","개성공단 기업인 방북 신청…정부 ""입주기업 방북 필요""(종합2보)",0,0,0,0,0
"정치 ","'북미 중재' 개성공단·금강산 재개 카드, 성공 가능성은",7,0,0,59,0
"정치 ","손학규 ""미세먼지 해결 위해 한중정상회담 조속히 열어야""(종합)",0,0,0,0,0
"정치 ","창원 보선 공들이는 여야… 여권 단일화가 최대 변수",3,0,0,1,0
"정치 ","`5·18 폄훼 논란` 징계 놓고 한국당 지도부 내부 충돌",10,0,0,70,0
"정치 ","""5·18 망언 읍참마속""vs""민주당 프레임"" ...한국당 최고위원 '충돌'",20,0,0,8,1
"정치 ","""MB도 나왔는데""…한국당 `박근혜 석방` 기대감도 솔솔",16,1,0,19,0
"정치 ","홍준표 ""죄 없는 MB""...""박근혜 석방도 기대""",123,1,1,161,2
"정치 ","여야, 미세먼지 '국가재난사태 포함' 법안 13일 본회의 처리",4,0,0,42,1
"정치 ","여야 ""국회 차원 미세먼지 대책 마련 방중단 구성""(상보)",10,0,0,46,1
"정치 ","민주 ""야당 협조 얻어 법관 탄핵 추진""",9,0,0,78,0
"정치 ","민주 ""사법농단 법관 감싸기 판결땐 신뢰 추락""",2,0,0,7,0
"정치 ","ROTC 창설 후 첫 '3代 학군장교' 가족 탄생",0,0,0,0,0
"정치 ","ROTC 창설 후 58년 만에 첫 ‘3代 학군장교’ 가문 탄생",10,0,0,2,0
"정치 ","이해찬 ""제주 4·3특별법 이달 꼭 처리""",0,0,0,0,0
"정치 ","제주 찾은 민주당 '4·3 특별법 약속'…시도별 이슈 살펴보니",1,0,0,14,0
"정치 ","한미 3대 연합훈련 모두 종료…`을지프리덤가디언` 폐지",0,0,0,1,0
"정치 ","UFG도 폐지, '을지태극연습' 5월 첫 시행…3대 한·미 연합훈련 역사속으로",0,0,1,11,0
"정치 ","유시민 ""난 정치 관두고 방송"" 홍준표 ""유시민 방송은 정치행위""",2,1,1,71,1
"정치 ","홍준표 “유튜브 모금 유시민은 되고 나는 안된다? 文정권은 괴벨스 정권”",39,0,0,179,2
"정치 ","이 총리 “청년들, 중소기업에 취직해 일할 방안 고민”",0,0,0,0,0
"정치 ","이총리 ""청년들 中企에 많이 취직하고 오래 재직할 방안 고민""",0,0,0,0,0
"정치 ","미세먼지에 軍 훈련도 스톱",4,0,0,15,0
"정치 ","미세먼지가 軍 덮쳤다",0,0,1,4,0
"정치 ","靑 “4·11 임시공휴일 지정 여부 아직 검토 중”",0,0,0,0,0
"정치 ","4·11 공휴일 없던 일로…말 꺼냈다 머쓱해진 靑",0,0,0,0,0
"정치 ","문의장, 행안위원과 오찬…""미세먼지 대응, 국회가 중심돼야""",0,0,0,1,0
"정치 ","행안위원 만난 文의장 ""미세먼지 대책 중심에 국회 있어야""",0,0,0,0,0
"경제 ","文 ""제2 벤처붐 만들겠다""",0,0,0,27,0
"경제 ","文대통령 ""제2 벤처붐 일으킬 것… 동반·후원자 되겠다""",0,0,0,1,0
"경제 ","""스타트업, 혁신성장 주역으로""… 창업생태계 민간중심 전환",0,0,0,1,0
"경제 ","제2의 벤처 붐 만든다…2022년까지 12조원 성장펀드 조성",0,0,0,3,0
"경제 ","카카오뱅크, 신용대출 금리 최대 0.25%P 인하...'4%대' 시중은행과 차별화",0,0,0,0,0
"경제 ","금융당국 ""저축은행, 대출금리 더 내려라""",0,0,0,3,0
"경제 ","저축銀, 20% 이상 고금리대출 비중 27.8% 줄어",0,0,0,0,0
"경제 ","카뱅, 7일부터 신용·마통대출 금리 인하한다",0,0,0,0,0
"경제 ","김영문 관세청장 ""성장 가능성 높은 중소 수출기업 지원 확대""",0,0,0,0,0
"경제 ","전국세관장회의 관세행정 수출지원 종합대책 발표",0,0,0,0,0
"경제 ","관세청, 전자상거래 통관 플랫폼 구축·중기형 보세공장 신설",0,0,0,0,0
"경제 ","홍남기 ""수출 활력 되찾아야...중소기업 지원 필요""",0,0,0,0,0
"경제 ","2세대 AI 탑재된 LG TV, 가격은 30% ↓",1,0,0,0,0
"경제 ","‘2세대 AI 탑재에 LCD시장도 공략‘…LG, 프리미엄 TV 시장 장악 승부수",0,0,0,0,0
"경제 ","가장 비싼 주식 롯데칠성 액면분할..뒤이을 최고가 종목은?",0,0,0,0,0
"경제 ","'국내 최고가' 롯데칠성 주식 싸진다…10 대 1 액면분할 결정",0,0,0,0,0
"경제 ","조양호 회장 숨겨놓은 한진칼 지분 있나…KCGI 의혹 제기(종합)",1,0,0,14,0
"경제 ","한진그룹 ""한진칼 주식 224만주, 차명주식 아니다"" ",0,0,0,0,0
"경제 ","文대통령, 노후 석탄발전 조기 폐쇄 검토…""전기요금 인상 필연적""",3,0,1,70,0
"경제 ","올 봄 석탄발전소 90% 부분 가동 중단·노후 6기 조기 폐쇄",0,0,0,0,0
"경제 ","LS전선, 전기차 부품 사업 확대 ",0,0,0,0,0
"경제 ","LS전선, LS알스코 지분 49% 국내 PEF에 매각",0,0,0,0,0
"경제 "," 금융투자협회, 조직개편·인사 단행…부동산신탁업 업무지원 강화",0,0,0,0,0
"경제 ","금투협, 조직개편·인사 단행…WM신탁서비스본부 신설",0,0,0,0,0
"경제 ","서울시 광고만 믿고 제로페이 깔면 낭패",4,0,0,51,3
"경제 ","한달 결제액 2억 미만…제로페이 사용 거의 '제로'",0,0,0,0,0
"경제 ","도소매·숙박음식 대출 200兆 돌파",0,0,0,0,0
"경제 ","불황에 작년 도소매·숙박음식점 대출 200兆 돌파",0,0,0,0,0
"경제 ","정몽준·정의선·이재용 애도…박용곤 두산 명예회장 빈소 이틀째 조문행렬",0,0,2,0,0
"경제 ","故 박용곤 두산 회장 빈소 이틀째…이재용·정의선·정몽준 등 발길",0,0,0,0,0
"경제 ","산업은행, 한진중공업 최대 주주된다 ",0,0,0,0,0
"경제 ","한진중공업 채권단, 6900억 출자전환…완료되면 산업은행이 최대 주주로",0,0,0,0,0
"경제 ","'깜깜이' 북한 관련 통계 중장기 로드맵 만든다.. 국가 정책 뒷받침 통계도 개발",0,0,0,0,0
"경제 ","경기 예측 뒷북치는 선행지수 손본다",0,0,0,0,0
"경제 ","윤석금 회장 차남 코웨이 경영진 입성…6년만에 '웅진코웨이' 간판(종합)",3,0,0,0,0
"경제 ","코웨이, 6년 만에 다시 '웅진코웨이'로",1,0,0,0,0
"경제 ","""미세먼지에 공기청정기 주문""…1월 온라인쇼핑액 역대 최대 ",0,0,0,0,0
"경제 ","미세먼지 여파…1월 온라인쇼핑액 '역대 최대'",0,0,0,0,0
"경제 ","김기문 회장  ""최저임금, 소상공인 구분 적용 필요""",0,0,0,0,0
"경제 ","김기문 회장, 국무총리 만나 “최저임금 등 노동현안 대책 시급”",0,0,0,0,0
"경제 ","[홍길용의 화식열전] 성장 꼭지 찍었는데…글로벌 자금 어디로",3,0,0,5,0
"경제 ","[홍길용의 화식열전] 최종구·윤석헌…‘문경지교’까진 아니더라도",6,0,0,1,1
"경제 ","[홍길용의 화식열전] 교보생명FI, 최종목표는 신창재 경영권",0,0,0,0,1
"경제 ","[홍길용의 화식열전] SK, 신사업 확장·지주사 가치변화에 주목하라",2,0,0,2,0
"사회 ","MB, '주거·접견 제한' 조건부 석방…불구속 상태로 재판",2,0,0,10,0
"사회 "," 재판부, 가석방 MB에게 “자택에 가서 범죄 사실 다시 읽어보라” ",2,0,0,7,0
"사회 ","'4대 조건' 내건 MB 석방…법원 '황제보석' 등 논란 차단 고심",407,16,18,1694,23
"사회 ","보석금 10억 내고 349일만에 풀려난 이명박",3,0,0,3,0
"사회 ","[단독]공정위, 한유총 '개학연기' 강요 현장조사 착수",1,0,0,30,0
"사회 ","공정위, 한유총 현장조사 돌입…김상조 ""'배신 문자'가 결정적""(종합)",2,0,0,0,0
"사회 ","공정위, 한유총 ‘개학연기’ 강요 현장조사",0,0,0,0,0
"사회 ","공정위, 한유총 '개학연기' 강요 현장조사 착수(종합)",381,6,1,218,4
"사회 ","여론·투쟁력 다 잃은 민주노총",4,0,0,34,0
"사회 ","동력잃은 총파업…고개드는 민주노총 지도부 위기론",0,0,0,3,0
"사회 ","민주노총 전국 총파업 결의대회…""노동법 개악 저지""",0,0,0,0,0
"사회 ","민주노총 총파업 ""탄력근로제 개악 저지""…참여는 적어",1,0,0,0,0
"사회 ","'김학의 수사' 검·경 충돌…""검찰이 방해""vs""경찰, 증거폐기""(종합2보)",5,0,1,73,0
"사회 ","경찰 ""김학의 증거 누락? 구질구질""…조사단 ""심히 유감""(종합)",0,0,1,1,0
"사회 ","김학의 성접대 증거 누락?…수사 경찰 “경찰 명예 더럽히지마""",1,0,0,2,1
"사회 "," ‘김학의 성접대’ 수사 경찰 “사건 방해한 건 검찰” 작심 비판  ",0,1,0,1,3
"사회 ","'친부 살해 혐의' 김신혜 재심 시작 ""수사기관 증거 오염돼""(종합)",1,0,0,2,1
"사회 ","재심 첫 재판 출석 김신혜씨 ""열심히 싸워 꼭 이기겠다"" ",0,0,0,2,1
"사회 "," 아버지 살해 혐의 무기수 김신혜씨, 재심 어떻게 진행되나? ",0,0,0,0,0
"사회 ","19년 무기수 김신혜 “이기겠습니다”···재심 첫 재판 출석",10,0,2,19,4
"사회 ","文 ""학교에 공기청정기"" 발표에 전문가들 ""공청기로 미세먼지 대응? 넌센스""",2,0,0,76,0
"사회 ","[미세먼지 전쟁중]서울교육청 “중고교 모든 교실, 내달까지 공기청정기 설치”",0,0,0,0,0
"사회 ","우울? 돈? 학대?···방용훈 사장 아내 사망 원인 놓고 다시 파장",1,1,3,176,11
"사회 ","망치·돌 들고 찾아온 방용훈 부자 CCTV 공개…""재수사"" 청원 빗발",0,1,5,307,10
"사회 ","청주 우암산 화재… 헬기 동원 진화 중",0,0,1,0,0
"사회 ","청주 우암산서 불…사유림 0.08㏊ 소실(종합)",0,0,0,0,0
"사회 ","박원순 ""육아가 경제 발목…서울시가 키워드린다""(종합)",7,0,0,24,0
"사회 ","박원순 ""초등자녀 맡아주는 '키움센터' 2022년까지 400개 신설""(종합)",9,0,0,5,0
"사회 ","349일만의 귀가, 30명 마중...MB는 말없이 '손 인사'했다",17,0,0,1,0
"사회 ","349일 만에 집으로 돌아온 MB···떠날 때와 달리 지지자 없이 썰렁한 집 앞",5,1,1,36,0
"사회 ","경주시, 전기자동차 600억 원대 한중 합작투자 유치 MOU 체결",1,0,0,0,0
"사회 ","경북 경주에 韓·中 합작 전기 트럭 공장 생긴다",1,0,0,0,0
"사회 ","檢, '직원 뇌물수수' 한국콘텐츠진흥원 압수수색",0,0,0,0,0
"사회 ","검찰, 한국콘텐츠진흥원 압수수색…직원 개인비리 혐의",0,0,0,0,0
"사회 ","[단독]“강남 클럽, 온갖 범죄의 온상”…법원은 진실을 알고 있다",1,1,2,84,10
"사회 ","'버닝썬 유착 의혹' 전 경찰 ""이 사건은 자작극"" 주장(종합)",0,0,0,22,0
"사회 ","김제시, 생활밀착형 국민체육센터 지원사업 공모 선정",0,0,0,0,0
"사회 ","동해시 구미동에 '생활밀착형 국민체육센터' 건립",0,0,0,0,0
"사회 ","""저소득 실업자에 50만원씩 6개월 지급""…실업부조, 결국 국민혈세로?",0,0,0,31,0
"사회 ","""고용보험 미가입 실업자, 6개월간 월50만원 지급""",0,0,0,0,0
"사회 ","임진각~판문점 '모노레일'로 달린다",1,0,0,0,0
"사회 ","경기관광공사, 임진각~판문점 달리는 '평화 모노레일' 추진",0,0,0,0,0
"사회 ","[단독] 檢, '120억대 조세포탈' 한화테크윈 압수수색",16,4,2,77,2
"사회 ","검찰, '조세포탈'혐의 한화에어로스페이스 한화테크윈 압수수색",0,0,0,0,0
"사회 ","김한표 의원, ""대우조선 매각 중단"" 촉구…산은 간담회는 무산",0,0,0,5,0
"사회 ","대우조선 매각 산업은행 기자간담회 시도 … 실력 저지 무산",2,0,0,1,0
"사회 ","경기도, 중국 사막에 5년간 27만5천 그루 나무 심는다",0,0,0,1,0
"사회 "," 경기도, 미세먼지 저감 위해 중국 사막에 ‘나무심기’ ",0,0,0,0,0
"사회 ","이재명 지사 “7호선 포천 연장사업 신속히 추진”",15,0,0,6,0
"사회 ","120년 만에 들어서는 포천 철도, 이재명 ""국민이 나라의 주인""",15,1,0,7,1
"사회 ","피고인 되는 법관 8명…대법원장, '업무배제' 결단하나",0,0,0,0,0
"사회 ","[야당] 대법, '사법농단' 판사 징계절차 착수…재판 배제도 검토",0,0,0,0,0
"사회 ","내일 수도권·충청권·광주 등 8개 시·도 미세먼지 비상조치(종합)",0,2,1,21,0
"사회 ","전국 8개 시도 ‘비상저감조치’ 발령…수도권은 사상 첫 7일 연속",0,0,0,0,0
"사회 ","서울역, 동대문역사문화공원역, 여의도역, 공덕역 공통점은? [퇴근길 사회]",0,0,1,1,0
"사회 ","""몰카 많은 지하철역 어디?""…지도로 한눈에 본다",3,0,0,14,3
"사회 ","[333 뉴스]""집단폭행당한 동생 도와주세요""…알고 보니 거짓말",5,0,3,40,4
"사회 ","[333 뉴스] 박원순 공연 요청에…지코 ""반주가 없어서""",59,0,0,61,0
"사회 ","[333 뉴스] 도 넘은 법관 겁박…'김경수 구속' 판사 신변보호",7,0,0,359,3
"사회 ","[333 뉴스] 탤런트 양택조, 운전면허 자진반납 왜? ",290,20,13,32,21
"생활/문화 ","[단독] 신형 쏘나타, 내일 '위장막' 벗는다",24,0,1,12,0
"생활/문화 ","베일 벗은 8세대 신형 쏘나타…폭발적 관심에 현대차 홈피 '마비'(종합)",30,0,0,17,1
"생활/문화 ","8세대 쏘나타 `최첨단 오빠차`로 돌아왔다",10,0,0,3,0
"생활/문화 ","현대차, 신형 '쏘나타' 공개…5년 만에 풀체인지 모델로 재탄생",2,0,0,1,0
"생활/문화 ","""팔 차가 없네""…수입차 판매 '뚝'",1,0,1,2,0
"생활/문화 ","2월 수입차 판매, 전년比 20.3% 감소…벤츠 굳건한 1위",0,0,0,0,0
"생활/문화 ","[새영화] 2% 부족한 여성 슈퍼히어로 '캡틴마블'",0,0,0,0,0
"생활/문화 ","처음 만나는 여성 히어로…페미니즘 논쟁도",0,0,0,1,0
"생활/문화 ","[날씨] 미세먼지 내일 점차 해소…중부지방 등 일부 비·눈",0,0,0,0,0
"생활/문화 ","내일도 수도권 등 미세먼지 ‘나쁨’…강원 산지 많은 눈",0,0,0,0,0
"생활/문화 ","케이옥션 3월 경매 209점 150억치...3.1운동 100주년 독립신문도 출품",4,0,0,0,0
"생활/문화 ","3·1운동 100주년 귀한 사료, 미술품 경매에서 만난다 ",0,0,0,0,0
"생활/문화 ","칠순 명창 안숙선 ""목숨 걸고 소리 하라고 배웠다""",1,0,0,0,0
"생활/문화 ","안숙선, 김소희·박귀희 스승들께···이야기 창극 '두 사랑' ",0,0,0,0,0
"생활/문화 ","""초미세먼지가 피부 주름 촉진""…예방 방법은 '이것' 뿐",2,0,3,6,0
"생활/문화 ","""미세먼지 때문 얼굴 주름 악화 첫 확인""",0,0,0,10,0
"생활/문화 ","팅크웨어, 4채널로 라인업 확장…블랙박스 신제품 출시",0,0,0,0,0
"생활/문화 ","팅크웨어, FHD 4채널 커넥티드 블랙박스 '아이나비 QXD 메가 4채널' 출시",0,0,0,0,0
"생활/문화 ","기아차 사면 ‘다 책임집니다’…‘기아 빅 케어 프로그램’ 운영",5,0,0,0,0
"생활/문화 ","""자동차 케어부터 일상 케어까지""...기아차, 'KIA VIK 케어 프로그램' 운영",1,0,0,0,0
"생활/문화 ","르노삼성 3월 맞아 특별 할인...SM6 268만원, QM6 337만원",0,0,0,0,0
"생활/문화 ","르노삼성자동차 봄 맞아 '조금 특별한 3월' 이벤트 진행",0,0,0,0,0
"생활/문화 ","[펫카드] ""뭐가 그리 슬프니"" 눈물 흘리는 강아지 왜?",3,0,0,1,0
"생활/문화 ","[펫카드] 등 굽은 강아지, 특별한 재능? 알고 보니 ""아파요"" 신호",10,0,1,0,2
"생활/문화 ","[펫카드] 강아지 간식 '흑미 쿠키' 만들기",9,1,0,0,0
"생활/문화 ","[펫카드] '드르렁, 드르렁'…코 고는 강아지 왜?",15,1,1,2,1
"생활/문화 ","[김명환의 시간여행] [147] 50년 전 유치원은 '귀족학교'… 취학률 1.3%… 원생들에 '초등학교 입시 대비' 교육까지",2,0,0,1,0
"생활/문화 ","[김명환의 시간여행] [146] 택시 요금 오른 첫날 '환산표' 못 갖춰… 引上 보도한 신문 기사 내밀며 요금 받아",1,0,0,5,0
"생활/문화 ","[김명환의 시간여행] [145] 관광버스 행렬 선도까지 맡던 '경찰 백차'… 112 신고 받고 기름 없어 출동 못 하기도",5,0,0,0,0
"생활/문화 ","[김명환의 시간여행] [144] 40년 전 등장한 '쥐포 구이'… LA올림픽 땐 '뱀고기 오인 소동'도",5,0,0,1,2
"세계 ","[글로벌 뉴스메이커] 존재감 더 커진 '그림자 대통령' 中에도 호통치나",222,3,0,24,2
"세계 ","볼턴, 연일 北 압박…""비핵화 안하면 제재 강화""",4,0,0,0,0
"세계 ","볼턴 ""똑같은 조랑말 안 산다…北 비핵화 않으면 제재강화 검토""(종합)",866,5,2,40,6
"세계 ","대북 압박 선봉장 볼턴 ""똑같은 조랑말 사지 않는다""",23,0,0,3,1
"세계 ","닛산 전 회장 100억 내고 보석…73세 '면도칼 변호인'이 이끌었다",3,0,0,2,0
"세계 ","곤 前 닛산 회장, 체포 108일만에 보석금 100억원 내고 석방(종합)",0,0,0,0,0
"세계 ","카를로스 곤 前 닛산 회장, 108일만에 보석 석방 ",0,0,0,0,0
"세계 ","곤 전 닛산차 회장, 107일만에 보석… '인질사법' 비판도",0,0,0,0,0
"세계 ","[경제신문은 내친구] 영국·EU 이혼 절차 지구촌에 대형 악재",2,0,0,1,0
"세계 ","'노딜' 브렉시트 준비하는 영국",0,0,0,0,0
"세계 ","`노딜 브렉시트` 우려 커지자 BMW·도요타 英생산 줄여",1,0,0,0,0
"세계 ","BMW ""노딜 브렉시트땐 英서 생산 중단""…4500명 해고 위기",1,1,0,0,0
"세계 ","이건희·서정진 등 한국부호 40명 포브스 선정 억만장자",1,0,0,0,0
"세계 ","세계 억만장자에 한국인 40명...이건희 65위",0,0,0,0,0
"세계 ","중국 외교부, 미세먼지 中책임론에 ""충분한 근거 있나?""(종합)",0,0,1,14,0
"세계 ","中외교부 “베이징 깨끗…중국발 미세먼지 증거 있나”",0,0,0,16,1
"세계 ","中 해커들, 삼육대 포함해 세계 27개 대학 해킹",0,0,0,4,0
"세계 ","中 해커, 이번엔 '군용 해양기술' 도둑질",0,0,0,2,0
"세계 ","미군 남중국해 비행에 中, 폭격기 전진배치··· 미·중 군사 갈등 고조되나",6,0,0,0,0
"세계 ","핵탑재 가능 美전략폭격기 출현에 中 전략폭격기 전진 배치 ",1,0,0,0,0
"세계 ","중국 수도권 스모그 심하다 했더니…석탄 전국평균 4배 땠다",0,1,0,25,0
"세계 ","中 수도권 대기오염 왜 심각한가 했더니…석탄소비, 전국평균 4배",0,0,0,1,0
"세계 ","UN ""北 식량 생산, 10년 만에 최저 수준""",2,0,0,0,0
"세계 ","유엔 ""북한, 지난해 식량생산 10여년 사이 최악…올해 식량 140만t 부족""",0,0,0,0,0
"세계 ","亞 최고갑부 인도 릴라이언스 장남 결혼…누구 오나",0,0,0,0,0
"세계 ","아시아 최고 인도 갑부, 이번엔 아들 결혼…이재용 또 참석할 듯",0,0,0,0,0
"세계 ","3억 넘는 상금·사업도 물려줘…태국서 '사윗감 오디션'",0,0,0,0,0
"세계 ","""사위 되면 3억5000만원""…태국 부자, 딸 신랑감 모집",1,0,0,0,0
"세계 ","세계 최연소 억만장자 등극.. 21살 그녀의 정체는?",7,0,1,2,5
"세계 ","재산 '1조5000억원'… 포브스 선정 자수성가한 21세 여성",0,0,0,0,0
"세계 ","""초미세먼지가 한국 완전히 뒤덮어"" 中매체 집중 보도",1,1,0,17,0
"세계 ","""초미세먼지가 한국 완전히 뒤덮어"" 중국 매체 집중 보도",0,0,0,0,0
"세계 ","中 사라진 '중국제조 2025'… 첨단산업 육성 의지는 여전",0,0,0,0,0
"세계 ","'중국제조 2025' 미중 무역협상 뇌관 되나",0,0,0,1,0
"세계 ","시진핑 '생태 보호' 강조에도…中 동북부 미세먼지에 속수무책",0,0,1,2,0
"세계 ","한중 미세먼지 몸살 속 시진핑 ""생태 보호 힘써야""",0,0,0,1,0
"세계 ","런던 공항·기차역서 `하트 우표` 폭발물",0,0,0,0,0
"세계 ","英 히스로공항·시티공항·워털루역서 소형폭발물 발견(종합)",0,0,0,1,1
"세계 ","파키스탄-인도 관계 회복되나···파키스탄 불법 무장단체 조직원 44명 체포",0,0,0,0,0
"세계 ","파키스탄, 테러 용의자 체포해 화해 손짓···인도 ""못 믿겠다""",0,0,0,0,0
"세계 ","""머스크가 꼭 CEO 할 필요 없다""",1,0,0,0,0
"세계 ","테슬라 2대 주주 ""머스크가 꼭 CEO일 필요는 없다""",0,0,0,0,0
"세계 ","힐러리, 트럼프 조롱에 ""왜 나한테 그렇게 집착해?""",1,0,0,0,0
"세계 ","힐러리 클린턴 “대선 불출마…하지만 정계 안떠나”",11,0,0,13,2
"세계 ","""미국과 언론이 공조해 베네수엘라를 공격하고 있다""",0,0,0,1,0
"세계 ","과이도 ""마두로 자가당착…국민에게 어떻게 대응해야할지 몰라""",0,0,0,0,0
"세계 ","하노이 결렬 6일...美, '인권' 으로 北 전방위 압박",537,5,1,5,5
"세계 ","美상원, 北 금융거래 봉쇄 '웜비어법' 재발의",1,0,0,0,0
"세계 ","北리길성 다롄 방문 확인…북중 정상, 다롄서 재회할까",0,0,0,7,0
"세계 ","중국 다롄 들른 북한 리길성…정상회담 정지작업?",0,0,0,0,0
"세계 ","미 육사 다니다 사고사한 21살 중국인 남성 정자 채취한다",0,0,0,1,0
"세계 ","“가문의 대 이으려고”…중국계 美 부모, 숨진 아들 정자 채취하려고 청원",1,1,0,2,0
"세계 ","[시나쿨파]'황제' 등극한 시진핑…1년만에 리더십 위기",29,1,0,4,2
"세계 ","[시나쿨파]북미협상 결렬, 미-중 언론 해석 정반대",3,0,1,12,2
"세계 ","[시나쿨파] 화웨이 문제 미국이 오히려 밀리기 시작 ",32,0,3,43,1
"세계 ","[시나쿨파] 중국의 안하무인, 도를 넘어섰다",13,1,2,278,7
"IT/과학 ","'갤S10' 인기 이정도?…물량 부족에 사전개통 연장",6,0,0,5,1
"IT/과학 ","""갤S10으로 인도 프리미엄폰 왕좌 탈환""",13,0,0,1,1
"IT/과학 ","삼성전자, 갤럭시S10 사전구매 개통 기간 연장",0,0,0,0,0
"IT/과학 ","갤럭시 S10 인기 폭주에...삼성,예약자 개통 30일까지로 연장",67,3,1,22,1
"IT/과학 ","이동형 VR트럭·폐차견적앱, 규제샌드박스 특례 받았다",1,0,0,0,0
"IT/과학 ","이동형 VR체험·폐차 견적비교… 규제 샌드박스 실증 특례 대상",0,0,0,0,0
"IT/과학 ","구글코리아, 한국 AI 인력 키운다… “5년간 5만명 교육”",2,0,0,2,0
"IT/과학 ","구글, ""5년간 AI 개발자 5만명 교육하겠다""",0,0,0,0,0
"IT/과학 ","""이번엔 바이크""…카카오·쏘카, 전기자전거 공유 '페달'",5,0,0,0,0
"IT/과학 ","다음 창업자 이재웅의 '묘한 승부'…다음 인수한 카카오와 모빌리티 시장서 격돌",1,0,0,0,0
"IT/과학 ","SKB, PC본체도 셋톱도 필요없는 시대 연다",3,0,0,0,0
"IT/과학 ","SKB '클라우드 PC 서비스' 상용화",1,0,0,0,0
"IT/과학 ","'카풀 중단' 카카오, 전기자전거·공항주차 서비스로 활로 모색",0,0,0,0,0
"IT/과학 ","카카오, 인천 연수구·경기 성남시 ‘전기자전거 공유사업’ 추진",0,0,0,0,0
"IT/과학 ","꿀벌 해충에서 발견했다…'플라스틱 분해' 새 지평 열까",0,0,0,0,0
