"직업_분류","직업_이름","연봉_만원","일자리전망","발전가능성","고용평등"
"식품 가공·생산직","음료제조관련조작원","2000 이상","좋음","보통이상","보통미만"
"식품 가공·생산직","전통식품제조원","2000 미만","매우좋음","보통미만","보통이상"
"식품 가공·생산직","제과사 및 제빵사","2000 이상","보통이상","보통미만","보통미만"
"인쇄·목재·공예 및 기타 설치·정비·생산직","가구제조,수리원","2000 이상","보통이상","매우좋음","보통이상"
"인쇄·목재·공예 및 기타 설치·정비·생산직","가구조립 및 검사원","2000 이상","보통이상","매우좋음","보통미만"
"인쇄·목재·공예 및 기타 설치·정비·생산직","간판제작원","2000 이상","좋음","좋음","보통미만"
"인쇄·목재·공예 및 기타 설치·정비·생산직","공예원","2000 미만","보통이상","좋음","매우좋음"
"인쇄·목재·공예 및 기타 설치·정비·생산직","귀금속 및 보석세공원","2000 이상","보통미만","매우좋음","좋음"
"인쇄·목재·공예 및 기타 설치·정비·생산직","도자기제조원","2000 미만","보통이상","좋음","매우좋음"
"인쇄·목재·공예 및 기타 설치·정비·생산직","목재가공관련조작원","2000 이상","보통이상","좋음","보통미만"
"인쇄·목재·공예 및 기타 설치·정비·생산직","사진인화 및 현상관련조작원","2000 미만","보통미만","보통미만","좋음"
"인쇄·목재·공예 및 기타 설치·정비·생산직","악기수리원 및 조율사","2000 미만","보통미만","매우좋음","매우좋음"
"인쇄·목재·공예 및 기타 설치·정비·생산직","악기제조원","2000 미만","보통미만","매우좋음","매우좋음"
"인쇄·목재·공예 및 기타 설치·정비·생산직","인쇄기조작원","2000 이상","보통미만","보통미만","보통미만"
"인쇄·목재·공예 및 기타 설치·정비·생산직","종이제품생산직(기계조작)","2000 이상","보통미만","보통미만","보통미만"
"인쇄·목재·공예 및 기타 설치·정비·생산직","펄프 및 종이 생산직","3000 이상","좋음","보통이상","보통미만"
"인쇄·목재·공예 및 기타 설치·정비·생산직","플로리스트","2000 미만","보통이상","좋음","매우좋음"
"제조 단순직","단순노무자","2000 미만","보통미만","보통미만","매우좋음"
"제조 단순직","포장원","2000 미만","보통미만","보통미만","매우좋음"
"농림어업직","가축사육자","2000 이상","보통이상","보통미만","보통이상"
"농림어업직","곡식작물재배자","2000 미만","보통이상","보통미만","매우좋음"
"농림어업직","과수작물재배자","2000 미만","보통미만","보통미만","좋음"
"농림어업직","동물조련사","2000 이상","보통이상","보통미만","보통이상"
"농림어업직","양식원","2000 미만","매우좋음","보통미만","보통미만"
"농림어업직","연근해 어부 및 해녀","2000 이상","보통미만","보통미만","보통미만"
"농림어업직","원양어부","2000 이상","보통미만","보통미만","보통미만"
"농림어업직","원예기술자","2000 이상","매우좋음","매우좋음","좋음"
"농림어업직","조경원","2000 이상","보통이상","보통미만","좋음"
"농림어업직","조림 영림 및 벌목원","2000 미만","보통이상","보통이상","보통미만"
"농림어업직","채소 및 특용작물재배자","2000 미만","좋음","보통미만","좋음"
"농림어업직","화훼재배기술자","2000 이상","매우좋음","매우좋음","좋음"
